State_Year,STATE,YEAR,TOTAL_REVENUE,TOTAL_EXPENDITURE,GRADES_9_12_G,GRADES_ALL_G
2002_MT,MT,2002,1168799,1163960,48727,149995
2002_NE,NE,2002,2528312,2562812,90289,285402
2002_NV,NV,2002,2592064,2913023,98538,369498
2002_NH,NH,2002,1887115,1956047,63988,207671
2002_NJ,NJ,2002,18071365,18155147,369109,1367438
2002_NM,NM,2002,2537261,2542682,95737,320234
2002_NY,NY,2002,35748163,39585780,802393,2888233
2002_NC,NC,2002,9701231,9882399,371987,1335954
2002_ND,ND,2002,846759,838666,35136,104225
2002_OH,OH,2002,17589983,17608944,554490,1838285
2002_OK,OK,2002,4370415,4467944,174356,624548
2002_OR,OR,2002,4772603,4980466,171361,554071
2002_PA,PA,2002,18586743,20018554,571910,1816747
2002_RI,RI,2002,1633707,1600087,46661,159205
2002_SC,SC,2002,5627004,5897462,193962,694389
2002_SD,SD,2002,930874,981977,40598,130048
2002_TN,TN,2002,5785857,6363357,254271,927608
2002_TX,TX,2002,32802734,35668486,1180158,4259823
2002_UT,UT,2002,2865058,2924051,141839,489262
2002_VT,VT,2002,1387074,1392880,31807,99978
2002_VA,VA,2002,9914221,10209197,345720,1177229
2002_WA,WA,2002,8250593,8362656,317607,1014798
2002_WV,WV,2002,2413744,2427316,82281,282455
2002_WI,WI,2002,8624767,8863966,289528,881231
2002_WY,WY,2002,908719,868607,28190,88116
2003_AL,AL,2003,5196054,5298932,205907,731220
2003_AK,AK,2003,1425948,1610289,40238,133933
2003_AZ,AZ,2003,6529894,6210287,307272,1012068
2003_AR,AR,2003,3241275,3242799,132712,454523
2003_CA,CA,2003,59815855,59749885,1854518,6413867
2003_CO,CO,2003,6297242,6685029,221368,757693
2003_CT,CT,2003,6959891,6751815,169409,577203
2003_DE,DE,2003,1242436,1317447,34770,117668
2003_DC,DC,2003,1114061,1105963,16828,78057
2003_FL,FL,2003,19549835,20180142,755252,2587628
2003_GA,GA,2003,13524807,13516783,419430,1522611
2003_HI,HI,2003,2078877,1602392,53519,183609
2003_ID,ID,2003,1685984,1726941,76696,252120
2003_IL,IL,2003,19627346,21278177,606669,2100961
2003_IN,IN,2003,8246076,9777720,293532,1011130
2003_IA,IA,2003,4374803,4517990,152565,481226
2003_KS,KS,2003,4068800,3818740,143559,470490
2003_KY,KY,2003,4872025,4700494,183599,663369
2003_LA,LA,2003,5478321,5515322,191319,727709
2003_ME,ME,2003,2162605,2154117,62659,202084
2003_MD,MD,2003,8700979,8732518,260526,869113
2003_MA,MA,2003,11591832,11382398,288329,980459
2003_MI,MI,2003,18488359,19680370,514701,1757604
2003_MN,MN,2003,8484497,8938770,278805,842854
2003_MS,MS,2003,3260771,3205193,127333,493540
2003_MO,MO,2003,7622601,7905481,273466,905941
2003_MT,MT,2003,1205602,1214879,48092,148356
2003_NE,NE,2003,2600831,2623966,90125,285542
2003_NV,NV,2003,2778564,3009028,104650,385401
2003_NH,NH,2003,2028602,2122604,65325,207417
2003_NJ,NJ,2003,19785039,19812932,382910,1380753
2003_NM,NM,2003,2626262,2658140,97034,323066
2003_NY,NY,2003,38033080,41603390,820478,2864775
2003_NC,NC,2003,9907235,9989670,386190,1360209
2003_ND,ND,2003,882913,895278,34363,102233
2003_OH,OH,2003,18018740,18760200,567226,1845428
2003_OK,OK,2003,4426835,4376502,174652,626160
2003_OR,OR,2003,4592019,4978764,172375,551273
2003_PA,PA,2003,19811545,20626459,582624,1821146
2003_RI,RI,2003,1728055,1646238,48166,159375
2003_SC,SC,2003,5709707,6024747,198455,699198
2003_SD,SD,2003,965778,993823,39522,125537
2003_TN,TN,2003,5994756,6482671,261405,936682
2003_TX,TX,2003,35143236,37333674,1199167,4331751
2003_UT,UT,2003,2875622,2957874,142140,495981
2003_VT,VT,2003,1451171,1440961,32091,99103
2003_VA,VA,2003,10504167,10746679,354832,1192092
2003_WA,WA,2003,8565636,8802387,322101,1021349
2003_WV,WV,2003,2497707,2524444,82375,281215
2003_WI,WI,2003,8931497,9128279,290219,880031
2003_WY,WY,2003,962240,915515,27703,87462
2004_AL,AL,2004,5356113,5450269,208383,730140
2004_AK,AK,2004,1477152,1647250,40989,132970
2004_AZ,AZ,2004,7117923,6731212,320690,1043298
2004_AR,AR,2004,3385818,3539569,134641,463115
2004_CA,CA,2004,60162326,62647953,1915361,6441557
2004_CO,CO,2004,6527456,6869975,225281,765976
2004_CT,CT,2004,7276945,7087023,173221,577390
2004_DE,DE,2004,1334523,1373416,35492,119091
2004_DC,DC,2004,1081501,1087040,17725,76714
2004_FL,FL,2004,21623923,21896220,781538,2639336
2004_GA,GA,2004,14136215,13779680,435058,1553437
2004_HI,HI,2004,2138137,1734591,54292,183185
2004_ID,ID,2004,1733838,1744954,77863,256084
2004_IL,IL,2004,21082441,21681903,613676,2097503
2004_IN,IN,2004,10423578,10312694,301342,1021348
2004_IA,IA,2004,4396136,4443289,154150,478319
2004_KS,KS,2004,4377709,3982036,143537,469136
2004_KY,KY,2004,5135262,5259909,187435,674796
2004_LA,LA,2004,5713792,5708535,190530,724281
2004_ME,ME,2004,2228749,2291174,62545,198820
2004_MD,MD,2004,9123493,8921938,268144,865561
2004_MA,MA,2004,11979937,12033345,293399,975574
2004_MI,MI,2004,18663799,20060708,525196,1751290
2004_MN,MN,2004,8688315,8963393,280056,838503
2004_MS,MS,2004,3481643,3473928,129253,495376
2004_MO,MO,2004,7893957,7896438,276782,905449
2004_MT,MT,2004,1270790,1241417,47906,146705
2004_NE,NE,2004,2734724,2667987,90945,285761
2004_NV,NV,2004,3069531,3228619,111314,400083
2004_NH,NH,2004,2194562,2236010,66535,206852
2004_NJ,NJ,2004,21398391,21467607,400085,1393347
2004_NM,NM,2004,2855893,2882631,98202,326102
2004_NY,NY,2004,40820776,42953568,840949,2836337
2004_NC,NC,2004,10569600,10263463,400014,1385754
2004_ND,ND,2004,925393,957480,33391,100513
2004_OH,OH,2004,18878773,19375400,572944,1840032
2004_OK,OK,2004,4622080,4400069,175199,629476
2004_OR,OR,2004,5086083,5393871,175263,552505
2004_PA,PA,2004,21104028,22054811,590332,1828089
2004_RI,RI,2004,1836758,1745707,49458,156498
2004_SC,SC,2004,5961494,6138231,199472,703736
2004_SD,SD,2004,1007135,1012096,38907,122798
2004_TN,TN,2004,6349101,6738601,270211,941091
2004_TX,TX,2004,36055119,38150452,1220980,4405215
2004_UT,UT,2004,2997200,3066684,148162,503607
2004_VT,VT,2004,1525776,1550157,32195,98352
2004_VA,VA,2004,11151172,11404055,365052,1204739
2004_WA,WA,2004,8790531,9009980,324600,1020005
2004_WV,WV,2004,2585084,2603996,82574,280129
2004_WI,WI,2004,9183588,9126345,286807,864757
2004_WY,WY,2004,974888,953916,27448,84733
2005_AL,AL,2005,5889966,5904664,212414,741761
2005_AK,AK,2005,1599739,1751718,42063,133288
2005_AZ,AZ,2005,7550109,7136794,354901,1094454
2005_AR,AR,2005,3978240,3999608,138237,474206
2005_CA,CA,2005,62171797,66196072,1953077,6437202
2005_CO,CO,2005,6910296,7284280,229951,779826
2005_CT,CT,2005,7898694,7452057,175354,575059
2005_DE,DE,2005,1431710,1480157,36298,120937
2005_DC,DC,2005,1109605,1085658,18769,76876
2005_FL,FL,2005,23216404,23857012,801629,2675024
2005_GA,GA,2005,14724731,14492666,453015,1598461
2005_HI,HI,2005,2274166,1765805,55258,182818
2005_ID,ID,2005,1796035,1819519,79153,261982
2005_IL,IL,2005,21611180,22035569,631198,2111706
2005_IN,IN,2005,11653165,11071431,310607,1035074
2005_IA,IA,2005,4638125,4599549,157322,483482
2005_KS,KS,2005,4223632,4076597,142349,467525
2005_KY,KY,2005,5444309,5750671,190975,679878
2005_LA,LA,2005,5975074,5941561,172444,654526
2005_ME,ME,2005,2324789,2325138,62007,195498
2005_MD,MD,2005,9906219,9782665,271449,860020
2005_MA,MA,2005,12976279,12726283,296511,971909
2005_MI,MI,2005,19106382,20489512,538642,1742282
2005_MN,MN,2005,8777363,9082593,281486,839243
2005_MS,MS,2005,3639643,3610904,132192,494954
2005_MO,MO,2005,8340865,8170965,282563,917705
2005_MT,MT,2005,1293070,1268328,47562,145416
2005_NE,NE,2005,2895640,2708776,91591,286646
2005_NV,NV,2005,3381646,3483540,116375,412395
2005_NH,NH,2005,2332695,2333264,67112,205767
2005_NJ,NJ,2005,23026334,23023365,407314,1395602
2005_NM,NM,2005,2982991,3011696,97206,326758
2005_NY,NY,2005,43936450,45086872,851404,2815581
2005_NC,NC,2005,11098165,10917913,413318,1416436
2005_ND,ND,2005,969520,985502,32645,98283
2005_OH,OH,2005,19746239,19785561,578352,1839683
2005_OK,OK,2005,4892548,4785987,176683,634739
2005_OR,OR,2005,5022050,5597579,172185,552194
2005_PA,PA,2005,22657782,23183924,600857,1830684
2005_RI,RI,2005,1903472,1790591,49552,153422
2005_SC,SC,2005,6337711,6572191,203514,701544
2005_SD,SD,2005,1053504,1059303,38482,122012
2005_TN,TN,2005,6806262,7067521,277352,953928
2005_TX,TX,2005,37783715,40302144,1257055,4525394
2005_UT,UT,2005,3181279,3188018,150786,508430
2005_VT,VT,2005,1628681,1634534,31856,96638
2005_VA,VA,2005,12182657,12385157,372317,1213616
2005_WA,WA,2005,9141383,9399603,332503,1031985
2005_WV,WV,2005,2701056,2698703,83677,280866
2005_WI,WI,2005,9584108,9433502,291176,875174
2005_WY,WY,2005,1132160,1033603,27214,84409
2006_AL,AL,2006,6364028,6591429,214968,743632
2006_AK,AK,2006,1625138,1817656,42441,132608
2006_AZ,AZ,2006,8084068,7934177,308576,1068249
2006_AR,AR,2006,4247664,4343877,139689,476409
2006_CA,CA,2006,66302860,68722432,1993972,6406750
2006_CO,CO,2006,7295561,7803324,234985,794026
2006_CT,CT,2006,8436197,7982143,177037,575100
2006_DE,DE,2006,1544615,1646885,37258,122254
2006_DC,DC,2006,1092863,1081887,18313,72850
2006_FL,FL,2006,25423686,26609155,804951,2671513
2006_GA,GA,2006,16165924,15839227,462649,1629157
2006_HI,HI,2006,2705532,1939968,54636,180728
2006_ID,ID,2006,1875346,1903720,80375,267380
2006_IL,IL,2006,22724326,22622323,640597,2118276
2006_IN,IN,2006,11578988,11260755,315832,1045940
2006_IA,IA,2006,4898509,4930613,156904,483122
2006_KS,KS,2006,4648920,4439000,142086,469506
2006_KY,KY,2006,6002056,6112978,194672,683152
2006_LA,LA,2006,6780668,6032182,183735,675851
2006_ME,ME,2006,2381908,2381439,61648,193986
2006_MD,MD,2006,10697117,10585292,272575,851640
2006_MA,MA,2006,14160242,13503621,298033,968661
2006_MI,MI,2006,19714584,20626758,539517,1722656
2006_MN,MN,2006,9314477,9671933,282120,840565
2006_MS,MS,2006,4279581,4066036,134475,495026
2006_MO,MO,2006,8846493,8654672,286078,920353
2006_MT,MT,2006,1375638,1377599,47340,144418
2006_NE,NE,2006,3107061,2867250,91811,287580
2006_NV,NV,2006,3691628,4022979,121779,424766
2006_NH,NH,2006,2459051,2494247,67384,203572
2006_NJ,NJ,2006,23915685,24177714,408143,1388850
2006_NM,NM,2006,3094036,3099738,98129,328220
2006_NY,NY,2006,47018793,48359774,857753,2809649
2006_NC,NC,2006,11709885,11725031,417414,1444481
2006_ND,ND,2006,1008339,1017084,32275,96670
2006_OH,OH,2006,20957714,20589584,583529,1836722
2006_OK,OK,2006,5120286,5094695,178292,639391
2006_OR,OR,2006,5429145,5386128,181683,562574
2006_PA,PA,2006,23950553,24195122,648688,1871060
2006_RI,RI,2006,2004709,1983578,49616,151612
2006_SC,SC,2006,6752813,7148083,206748,708021
2006_SD,SD,2006,1086433,1052315,38021,121158
2006_TN,TN,2006,7195519,7395357,286397,978368
2006_TX,TX,2006,41142403,43394244,1279727,4599509
2006_UT,UT,2006,3381146,3371338,152114,523386
2006_VT,VT,2006,1725093,1711762,31659,95399
2006_VA,VA,2006,13153845,13481336,378755,1220440
2006_WA,WA,2006,9679682,9915617,331916,1026774
2006_WV,WV,2006,2814536,2852607,84366,281939
2006_WI,WI,2006,9855692,9779642,292100,876700
2006_WY,WY,2006,1150345,1146527,27198,85193
2007_AL,AL,2007,7069040,7196459,216941,742919
2007_AK,AK,2007,1800616,1938755,42049,131029
2007_AZ,AZ,2007,8724434,8709531,316376,1087447
2007_AR,AR,2007,4415981,4779308,138921,479016
2007_CA,CA,2007,72516936,73225422,2011865,6343471
2007_CO,CO,2007,7689014,8039146,236141,801867
2007_CT,CT,2007,8913149,8685421,176592,570626
2007_DE,DE,2007,1694929,1705204,37555,122574
2007_DC,DC,2007,1148358,1140506,20242,78422
2007_FL,FL,2007,28898362,29849892,810952,2666811
2007_GA,GA,2007,17755989,17389530,471012,1649589
2007_HI,HI,2007,2985593,2199604,54246,179897
2007_ID,ID,2007,2011951,1960472,80948,272119
2007_IL,IL,2007,23897153,23401917,639896,2112805
2007_IN,IN,2007,10458932,11462062,317214,1046764
2007_IA,IA,2007,5194536,5198975,155611,485115
2007_KS,KS,2007,5038100,4823931,140893,468295
2007_KY,KY,2007,6226696,6351636,196772,666225
2007_LA,LA,2007,7048732,6657341,181489,681038
2007_ME,ME,2007,2538161,2501127,65503,196245
2007_MD,MD,2007,11674965,11541225,269221,845700
2007_MA,MA,2007,14407777,14315518,296032,962958
2007_MI,MI,2007,20576110,19839838,549291,1692739
2007_MN,MN,2007,9693509,10030105,279398,837578
2007_MS,MS,2007,4220926,4158733,137033,494122
2007_MO,MO,2007,8908844,9245525,285442,917188
2007_MT,MT,2007,1474306,1442434,46448,142823
2007_NE,NE,2007,3234014,3117931,91149,291244
2007_NV,NV,2007,4006081,4346371,121752,429362
2007_NH,NH,2007,2600123,2608190,66413,200772
2007_NJ,NJ,2007,25293076,25572112,411332,1382348
2007_NM,NM,2007,3272953,3279467,99322,329040
2007_NY,NY,2007,50762544,51253984,852342,2765435
2007_NC,NC,2007,13063307,12794086,417168,1489492
2007_ND,ND,2007,1045678,1042175,31567,95059
2007_OH,OH,2007,22142424,21336580,585862,1827184
2007_OK,OK,2007,5491931,5505213,178400,642065
2007_OR,OR,2007,5648586,5634955,181719,565586
2007_PA,PA,2007,25334577,25627083,595727,1801971
2007_RI,RI,2007,2100679,2082332,48470,147629
2007_SC,SC,2007,7130274,7660995,207751,712317
2007_SD,SD,2007,1136570,1096568,38182,121606
2007_TN,TN,2007,7617488,7817659,282508,964259
2007_TX,TX,2007,44355326,45920825,1300148,4674832
2007_UT,UT,2007,3656090,3618540,165986,576244
2007_VT,VT,2007,1836316,1804519,30942,94038
2007_VA,VA,2007,14176385,14700853,380413,1230857
2007_WA,WA,2007,10350748,10682397,332840,1030247
2007_WV,WV,2007,2905489,2983267,83990,282535
2007_WI,WI,2007,10154985,9988878,289421,874633
2007_WY,WY,2007,1477891,1390344,27179,86422
2008_AL,AL,2008,7726213,7847387,217590,745668
2008_AK,AK,2008,2188587,2274819,41399,130662
2008_AZ,AZ,2008,9272152,9581201,316048,1087817
2008_AR,AR,2008,4608356,4720720,137196,478965
2008_CA,CA,2008,74626928,76618865,2013687,6322528
2008_CO,CO,2008,8070129,8884786,238139,818443
2008_CT,CT,2008,9322225,9046750,174980,567198
2008_DE,DE,2008,1694998,1746925,38619,125430
2008_DC,DC,2008,1224312,1224785,17891,68681
2008_FL,FL,2008,30001821,31219589,781725,2631020
2008_GA,GA,2008,18683630,19172087,470108,1655792
2008_HI,HI,2008,2541703,2242408,53481,179478
2008_ID,ID,2008,2151476,2001328,81497,275051
2008_IL,IL,2008,25431714,25696866,640512,2119707
2008_IN,IN,2008,11340157,10865851,316126,1046147
2008_IA,IA,2008,5496908,5495756,151993,487559
2008_KS,KS,2008,5378095,5122049,139086,471060
2008_KY,KY,2008,6637062,6793215,197748,670030
2008_LA,LA,2008,7751886,7599993,180660,684873
2008_ME,ME,2008,2594335,2582293,63611,192935
2008_MD,MD,2008,13098112,12739693,267388,843861
2008_MA,MA,2008,14633578,14631545,292372,958910
2008_MI,MI,2008,20441973,20703780,535452,1659921
2008_MN,MN,2008,10118118,10462624,275864,836048
2008_MS,MS,2008,4449009,4363308,136917,491962
2008_MO,MO,2008,9335599,9900419,282460,917871
2008_MT,MT,2008,1562815,1557678,45030,141899
2008_NE,NE,2008,3383157,3325663,89678,292590
2008_NV,NV,2008,4338601,4881218,125034,433371
2008_NH,NH,2008,2715463,2715961,64939,197934
2008_NJ,NJ,2008,25916004,26168480,409500,1381420
2008_NM,NM,2008,3569311,3599724,98830,330245
2008_NY,NY,2008,53147343,54870811,839837,2740592
2008_NC,NC,2008,13610326,13731201,429719,1488645
2008_ND,ND,2008,1104803,1085970,30773,94728
2008_OH,OH,2008,22746589,21951104,577669,1817163
2008_OK,OK,2008,5780151,5667749,176679,645108
2008_OR,OR,2008,6107684,6407512,179972,575393
2008_PA,PA,2008,26357235,26597713,579521,1775029
2008_RI,RI,2008,2173888,2175172,47359,145342
2008_SC,SC,2008,7743317,8167262,210511,718113
2008_SD,SD,2008,1190917,1172715,38952,126429
2008_TN,TN,2008,8086152,8488521,287401,971950
2008_TX,TX,2008,46245975,50205827,1305637,4752148
2008_UT,UT,2008,4198001,4337917,155309,559778
2008_VT,VT,2008,1888635,1888133,30631,93625
2008_VA,VA,2008,14768120,15236306,380787,1235795
2008_WA,WA,2008,11195224,11677666,332224,1037018
2008_WV,WV,2008,2965828,3068910,83252,282729
2008_WI,WI,2008,10619354,10545964,284222,873750
2008_WY,WY,2008,1602514,1517325,26526,87161
2009_AL,AL,2009,7186390,7815467,219495,748889
2009_AK,AK,2009,2158970,2396412,40837,131661
2009_AZ,AZ,2009,8802515,9580393,317397,1077831
2009_AR,AR,2009,4753142,5017352,136213,480559
2009_CA,CA,2009,73958896,74766086,1997064,6263438
2009_CO,CO,2009,8310673,8682489,240990,832368
2009_CT,CT,2009,9681268,9323053,174004,563968
2009_DE,DE,2009,1718993,1798244,39091,126801
2009_DC,DC,2009,801008,805362,17597,69433
2009_FL,FL,2009,26494500,28867429,783621,2634522
2009_GA,GA,2009,17972839,19025136,472934,1667685
2009_HI,HI,2009,2689758,2318671,52630,180196
2009_ID,ID,2009,2182273,2078446,81571,276299
2009_IL,IL,2009,26987426,27716187,640462,2104175
2009_IN,IN,2009,12999357,11218398,316062,1046661
2009_IA,IA,2009,5732319,5732186,150509,491842
2009_KS,KS,2009,5615208,5827751,140240,474489
2009_KY,KY,2009,6706922,6831006,195515,680089
2009_LA,LA,2009,7984550,8053960,181032,690915
2009_ME,ME,2009,2623127,2624504,60579,189225
2009_MD,MD,2009,13147931,12757599,266627,848412
2009_MA,MA,2009,15298022,15174814,290502,957053
2009_MI,MI,2009,19616665,19992550,529531,1649082
2009_MN,MN,2009,10353784,11193640,272392,837053
2009_MS,MS,2009,4392101,4552756,137511,492481
2009_MO,MO,2009,9472520,10227305,279900,917982
2009_MT,MT,2009,1607935,1622485,43939,141807
2009_NE,NE,2009,3522481,3523803,88508,295368
2009_NV,NV,2009,4442101,4577881,123420,428947
2009_NH,NH,2009,2816162,2757401,64372,197140
2009_NJ,NJ,2009,26510413,26145334,412848,1396029
2009_NM,NM,2009,3703477,3945515,99076,334419
2009_NY,NY,2009,55885116,57851481,858087,2766052
2009_NC,NC,2009,15410564,14868070,429596,1483397
2009_ND,ND,2009,1150142,1137260,30497,95073
2009_OH,OH,2009,22779344,22427481,538951,1764297
2009_OK,OK,2009,6029807,5941799,177366,654802
2009_OR,OR,2009,6158756,6715011,178388,582839
2009_PA,PA,2009,26755585,27328680,584316,1785993
2009_RI,RI,2009,2179714,2171376,46934,145118
2009_SC,SC,2009,7669733,8427391,211019,723143
2009_SD,SD,2009,1258876,1273527,37968,123713
2009_TN,TN,2009,8112895,8611178,285881,972549
2009_TX,TX,2009,48087531,53575273,1329862,4850210
2009_UT,UT,2009,4238943,4419750,158243,571586
2009_VT,VT,2009,1683034,1661019,29265,91451
2009_VA,VA,2009,15251481,15510318,381320,1245340
2009_WA,WA,2009,12025012,12240632,329960,1035347
2009_WV,WV,2009,3097212,3121728,82349,282662
2009_WI,WI,2009,10991081,10880480,279000,872436
2009_WY,WY,2009,1675761,1658156,26330,88155
2010_AL,AL,2010,7281058,7647571,221940,755552
2010_AK,AK,2010,2230338,2371251,40114,132104
2010_AZ,AZ,2010,8828122,8812967,319747,1071751
2010_AR,AR,2010,5069272,5520387,136156,482114
2010_CA,CA,2010,67356719,71227111,1993538,6289578
2010_CO,CO,2010,8793676,8914338,242239,843316
2010_CT,CT,2010,9726922,9542108,173071,560546
2010_DE,DE,2010,1733458,1758988,39124,129403
2010_DC,DC,2010,1195934,1290048,17632,71284
2010_FL,FL,2010,26231141,27267009,784849,2643347
2010_GA,GA,2010,17839851,17834488,474588,1677067
2010_HI,HI,2010,2564856,2215458,51975,179601
2010_ID,ID,2010,2177999,2098737,81715,275859
2010_IL,IL,2010,28253620,28560306,636861,2091654
2010_IN,IN,2010,14023240,11502534,317818,1047232
2010_IA,IA,2010,5744872,5941449,147663,495775
2010_KS,KS,2010,5454128,5979429,139505,483701
2010_KY,KY,2010,6881951,7092071,192661,673128
2010_LA,LA,2010,8091029,8125021,184292,696558
2010_ME,ME,2010,2721365,2680693,60148,189077
2010_MD,MD,2010,13327770,13205691,264055,852211
2010_MA,MA,2010,14919763,14857823,289161,955563
2010_MI,MI,2010,19393461,19967017,508868,1587067
2010_MN,MN,2010,10383935,10564774,268074,838037
2010_MS,MS,2010,4466377,4504257,136277,490526
2010_MO,MO,2010,9587703,10139784,275719,918710
2010_MT,MT,2010,1623971,1642886,43202,141693
2010_NE,NE,2010,3720560,3640199,88208,298500
2010_NV,NV,2010,4262471,4260869,129831,437149
2010_NH,NH,2010,2906573,2856965,63135,194711
2010_NJ,NJ,2010,26676217,26736651,405143,1402548
2010_NM,NM,2010,3638606,3814058,98777,338122
2010_NY,NY,2010,55453300,60067253,851829,2734955
2010_NC,NC,2010,16621268,14162497,432196,1490605
2010_ND,ND,2010,1308214,1267426,30288,96323
2010_OH,OH,2010,23247907,22701333,531383,1754191
2010_OK,OK,2010,5778507,5971651,175949,659911
2010_OR,OR,2010,6219779,6398065,178119,570720
2010_PA,PA,2010,27883991,28231191,582442,1793284
2010_RI,RI,2010,2207123,2187163,46059,143793
2010_SC,SC,2010,7755419,8242553,210257,725838
2010_SD,SD,2010,1292742,1281632,38192,126128
2010_TN,TN,2010,8405025,8760367,285715,987422
2010_TX,TX,2010,50559500,53810244,1349106,4935715
2010_UT,UT,2010,4250259,4326951,160573,585552
2010_VT,VT,2010,1749898,1719870,28869,96858
2010_VA,VA,2010,14937195,14919831,379994,1251440
2010_WA,WA,2010,11919090,11820814,329616,1043788
2010_WV,WV,2010,3176874,3484593,81407,282879
2010_WI,WI,2010,11289720,11116821,273807,872286
2010_WY,WY,2010,1718605,1696177,26223,89009
2011_AL,AL,2011,7376725,7411768,217615,744621
2011_AK,AK,2011,2357828,2443898,39110,131167
2011_AZ,AZ,2011,8429186,8610417,320807,1080319
2011_AR,AR,2011,5176362,5669431,136959,483114
2011_CA,CA,2011,70953331,69847705,1977069,6287834
2011_CO,CO,2011,8747471,8676451,243411,854265
2011_CT,CT,2011,9783168,9439182,171060,554437
2011_DE,DE,2011,1759170,1808905,38322,128946
2011_DC,DC,2011,1283071,1297175,17261,73911
2011_FL,FL,2011,26453693,26991946,792054,2668156
2011_GA,GA,2011,18030043,17187481,473766,1685016
2011_HI,HI,2011,2499513,2259104,51598,182706
2011_ID,ID,2011,2089982,1960818,81809,279873
2011_IL,IL,2011,29507584,28525858,629941,2083097
2011_IN,IN,2011,12125155,11113533,316160,1040765
2011_IA,IA,2011,6098470,6057294,145718,495870
2011_KS,KS,2011,5538869,5662146,137455,486108
2011_KY,KY,2011,7104589,7253850,193392,681987
2011_LA,LA,2011,8022917,8218870,184588,703390
2011_ME,ME,2011,2654366,2728535,58923,188969
2011_MD,MD,2011,13443940,13247697,259870,854086
2011_MA,MA,2011,15396681,15150898,287055,953369
2011_MI,MI,2011,19374026,18469948,500042,1573537
2011_MN,MN,2011,10912368,10612480,264194,839738
2011_MS,MS,2011,4516742,4345783,134158,490619
2011_MO,MO,2011,9915356,9842505,271208,916584
2011_MT,MT,2011,1631810,1655584,42624,142349
2011_NE,NE,2011,3879388,3676326,87792,301296
2011_NV,NV,2011,4146577,4258855,130252,439634
2011_NH,NH,2011,2947007,3001244,62268,191900
2011_NJ,NJ,2011,26242376,25716298,394133,1356431
2011_NM,NM,2011,3591330,3694437,97744,337225
2011_NY,NY,2011,57753776,59446908,831712,2704718
2011_NC,NC,2011,14409515,13767024,433801,1507864
2011_ND,ND,2011,1309044,1312226,29758,97646
2011_OH,OH,2011,23488657,23010396,522804,1740030
2011_OK,OK,2011,5835133,5644988,175383,666120
2011_OR,OR,2011,6112484,6317635,176898,568208
2011_PA,PA,2011,28492510,28810721,565203,1771395
2011_RI,RI,2011,2212352,2198940,45195,142854
2011_SC,SC,2011,7772777,7961448,207797,727186
2011_SD,SD,2011,1297661,1350617,37487,128016
2011_TN,TN,2011,8679893,8961443,286944,999693
2011_TX,TX,2011,51023159,52691826,1363618,5000470
2011_UT,UT,2011,4141253,4195916,164296,598832
2011_VT,VT,2011,1686499,1722515,27762,89908
2011_VA,VA,2011,14655345,14675815,376658,1257883
2011_WA,WA,2011,11905941,11928408,327269,1045453
2011_WV,WV,2011,3475642,3670119,80805,282870
2011_WI,WI,2011,11664303,11440718,268295,871105
2011_WY,WY,2011,1650621,1656850,26042,90099
2012_AL,AL,2012,7136949,7222161,217203,744637
2012_AK,AK,2012,2383402,2483320,38420,131489
2012_AZ,AZ,2012,7934798,8054662,321634,1089384
2012_AR,AR,2012,5169926,5299969,138428,486157
2012_CA,CA,2012,69016392,70191877,1965168,6299451
2012_CO,CO,2012,8616009,8472536,246051,863561
2012_CT,CT,2012,10070907,9791336,170245,550954
2012_DE,DE,2012,1855867,1915966,38022,129026
2012_DC,DC,2012,1331006,1189542,17577,76140
2012_FL,FL,2012,24139266,25352047,799602,2692162
2012_GA,GA,2012,17559894,17400209,481043,1703332
2012_HI,HI,2012,2535038,2344733,51069,184760
2012_ID,ID,2012,1981482,1911706,82631,284834
2012_IL,IL,2012,29900021,29067543,624679,2072880
2012_IN,IN,2012,12395432,11351906,316329,1041369
2012_IA,IA,2012,6262807,6256926,144784,499825
2012_KS,KS,2012,5613619,5615714,137855,489043
2012_KY,KY,2012,7192430,7444529,193961,685167
2012_LA,LA,2012,8477993,8504567,186111,710903
2012_ME,ME,2012,2611056,2625759,57815,185739
2012_MD,MD,2012,13752912,13212140,256836,859638
2012_MA,MA,2012,15763456,15696061,287506,954773
2012_MI,MI,2012,18622316,18063824,492272,1555370
2012_MN,MN,2012,10681609,10696348,262041,845404
2012_MS,MS,2012,4477828,4423270,133809,493650
2012_MO,MO,2012,10022622,9910617,270370,917900
2012_MT,MT,2012,1628318,1652537,42089,142908
2012_NE,NE,2012,3764056,3880517,88073,303505
2012_NV,NV,2012,4053945,4109706,131953,445707
2012_NH,NH,2012,2963221,2961684,60805,188974
2012_NJ,NJ,2012,27574528,26432652,400875,1372203
2012_NM,NM,2012,3478709,3616691,97242,338220
2012_NY,NY,2012,58981073,60216421,825972,2710703
2012_NC,NC,2012,12788659,13418244,438375,1518465
2012_ND,ND,2012,1345371,1380563,30116,101111
2012_OH,OH,2012,22799205,22662376,518617,1729916
2012_OK,OK,2012,5824963,5594867,176812,673483
2012_OR,OR,2012,6124872,6314092,178239,587564
2012_PA,PA,2012,27881568,27851918,557464,1763677
2012_RI,RI,2012,2208278,2190431,44672,142481
2012_SC,SC,2012,7889771,7948441,208648,735998
2012_SD,SD,2012,1298723,1296971,37267,130471
2012_TN,TN,2012,8983224,9256522,281971,993496
2012_TX,TX,2012,49979753,50215314,1387513,5077659
