State_Year,STATE,YEAR,TOTAL_REVENUE,TOTAL_EXPENDITURE,GRADES_9_12_G,GRADES_ALL_G
2012_UT,UT,2012,4217360,4330417,169077,613279
2012_VT,VT,2012,1754161,1726321,27557,89624
2012_VA,VA,2012,14940479,15129464,375975,1265419
2012_WA,WA,2012,11955582,12187889,327134,1051694
2012_WV,WV,2012,3970941,3536971,80673,283044
2012_WI,WI,2012,11139967,10724377,265682,872436
2012_WY,WY,2012,1664983,1670728,26243,91533
2013_AL,AL,2013,7197439,7487741,218705,746204
2013_AK,AK,2013,2545117,2665933,38230,130944
2013_AZ,AZ,2013,8164324,7600581,327144,1102445
2013_AR,AR,2013,5067546,5226339,140185,489979
2013_CA,CA,2013,68868516,69727119,1952314,6312623
2013_CO,CO,2013,8826868,8699125,249380,876999
2013_CT,CT,2013,10319361,9758850,169038,546200
2013_DE,DE,2013,1930466,1924626,38483,131687
2013_DC,DC,2013,1300036,1308438,17717,78153
2013_FL,FL,2013,24681548,25245400,807034,2720744
2013_GA,GA,2013,17459504,17317504,490032,1723909
2013_HI,HI,2013,2331770,2345917,50806,186825
2013_ID,ID,2013,2015534,1967676,87143,296476
2013_IL,IL,2013,30057886,29517831,621531,2066990
2013_IN,IN,2013,12236713,11211155,316350,1047385
2013_IA,IA,2013,6281345,6318241,145011,502964
2013_KS,KS,2013,5667223,5621023,138847,496440
2013_KY,KY,2013,7216175,7413896,192256,677389
2013_LA,LA,2013,8121179,7940880,188181,711491
2013_ME,ME,2013,2650346,2535405,56924,183995
2013_MD,MD,2013,13814727,13284637,253589,866169
2013_MA,MA,2013,16114783,16201905,287478,955739
2013_MI,MI,2013,18270327,17468264,487518,1548841
2013_MN,MN,2013,10848720,10942019,261409,850973
2013_MS,MS,2013,4444064,4370050,132568,492586
2013_MO,MO,2013,10103589,10001763,269227,918288
2013_MT,MT,2013,1671053,1679521,42138,144129
2013_NE,NE,2013,3870164,3913038,88555,307677
2013_NV,NV,2013,4131800,4057443,132564,451831
2013_NH,NH,2013,2976317,2878534,59377,186310
2013_NJ,NJ,2013,28070096,28179900,399391,1370295
2013_NM,NM,2013,3518621,3536546,97716,339244
2013_NY,NY,2013,59623918,60505950,820326,2732770
2013_NC,NC,2013,12729402,13650536,441263,1530857
2013_ND,ND,2013,1405349,1516575,30420,103947
2013_OH,OH,2013,22536516,22015797,515611,1724111
2013_OK,OK,2013,5878111,5796945,179811,681848
2013_OR,OR,2013,6077498,6228197,178595,593000
2013_PA,PA,2013,28484645,28495118,554067,1755236
2013_RI,RI,2013,2282659,2231413,43270,142008
2013_SC,SC,2013,8254462,8224795,211835,745657
2013_SD,SD,2013,1316613,1332496,36639,130890
2013_TN,TN,2013,9008032,9248235,283888,993556
2013_TX,TX,2013,49734537,50674724,1411436,5153702
2013_UT,UT,2013,4300793,4584624,174129,625461
2013_VT,VT,2013,1817307,1809138,27233,88690
2013_VA,VA,2013,15322318,15634918,377252,1273825
2013_WA,WA,2013,12242231,12097549,328068,1058936
2013_WV,WV,2013,3486366,3488877,79957,280958
2013_WI,WI,2013,11097447,10845059,264739,874414
2013_WY,WY,2013,1695967,1675477,26449,92732
2014_AL,AL,2014,7357267,7587737,221068,744164
2014_AK,AK,2014,2663647,2727056,38431,131176
2014_AZ,AZ,2014,8361708,8109460,331552,1111695
2014_AR,AR,2014,5193218,5242672,141653,490917
2014_CA,CA,2014,72389126,72506810,1949755,6312161
2014_CO,CO,2014,9162406,9286626,254643,889006
2014_CT,CT,2014,10743919,10201500,167790,542678
2014_DE,DE,2014,1954374,1988535,39346,134042
2014_DC,DC,2014,1342220,1313289,17634,80958
2014_FL,FL,2014,26077462,26523658,823249,2756944
2014_GA,GA,2014,17821620,17668352,501605,1744437
2014_HI,HI,2014,2696766,2504144,50925,182384
2014_ID,ID,2014,2084970,2012852,85232,290885
2014_IL,IL,2014,31085621,31080869,621275,2050239
2014_IN,IN,2014,12399402,11136045,316465,1046269
2014_IA,IA,2014,6455928,6541553,145862,505311
2014_KS,KS,2014,5813985,5957954,140324,497275
2014_KY,KY,2014,7229857,7346219,196733,688640
2014_LA,LA,2014,8352703,8140649,194791,716800
2014_ME,ME,2014,2675648,2550302,56361,182470
2014_MD,MD,2014,13982544,13712839,254072,874514
2014_MA,MA,2014,16609204,16518383,288934,955844
2014_MI,MI,2014,18457253,17358365,484956,1537922
2014_MN,MN,2014,11168633,11300786,263074,857235
2014_MS,MS,2014,4480105,4463078,134857,490917
2014_MO,MO,2014,10256615,10324249,268921,917785
2014_MT,MT,2014,1729712,1754324,41816,144532
2014_NE,NE,2014,4005091,4008633,89964,312635
2014_NV,NV,2014,4203255,4043820,134640,459189
2014_NH,NH,2014,3042994,2960615,58807,184670
2014_NJ,NJ,2014,28454548,27742203,401874,1400579
2014_NM,NM,2014,3601387,3576216,99260,340365
2014_NY,NY,2014,61337112,62556193,827493,2741185
2014_NC,NC,2014,13462754,13540706,454963,1548895
2014_ND,ND,2014,1568997,1597210,30421,106586
2014_OH,OH,2014,23297509,21847582,519938,1724810
2014_OK,OK,2014,6034336,6026661,184170,688511
2014_OR,OR,2014,6621363,6453635,179757,601318
2014_PA,PA,2014,29068069,28620630,549398,1743160
2014_RI,RI,2014,2313010,2258076,42892,141959
2014_SC,SC,2014,8417698,8452743,216723,756523
2014_SD,SD,2014,1345549,1355439,37301,133040
2014_TN,TN,2014,9237782,9432883,288408,995475
2014_TX,TX,2014,52776853,53096761,1450441,5233765
2014_UT,UT,2014,4405929,4385896,178910,635577
2014_VT,VT,2014,1895044,1876197,26338,87311
2014_VA,VA,2014,15347862,15690444,382598,1280381
2014_WA,WA,2014,13040197,12806300,333318,1073638
2014_WV,WV,2014,3514889,3499873,80543,280310
2014_WI,WI,2014,11330253,11255186,264550,871432
2014_WY,WY,2014,1772633,1775999,26732,94067
2015_AL,AL,2015,7360222,7501799,222182,743789
2015_AK,AK,2015,2920986,2968341,38688,132477
2015_AZ,AZ,2015,8230507,7902600,333579,1109040
2015_AR,AR,2015,5308625,5350543,142242,492132
2015_CA,CA,2015,78248042,78365958,1941009,6226737
2015_CO,CO,2015,9648297,9557682,260909,899112
2015_CT,CT,2015,11099837,10542667,167056,537933
2015_DE,DE,2015,2017075,1975093,39845,134847
2015_DC,DC,2015,1382282,1360942,18884,84024
2015_FL,FL,2015,26971491,27277049,839773,2792234
2015_GA,GA,2015,18584666,18501103,513865,1757237
2015_HI,HI,2015,2703683,2521004,50219,181995
2015_ID,ID,2015,2167967,2029520,86334,292277
2015_IL,IL,2015,32096832,32410033,619292,2041779
2015_IN,IN,2015,12456571,11378564,321313,1046757
2015_IA,IA,2015,6714410,6772654,146808,508014
2015_KS,KS,2015,5991731,6175724,141615,495884
2015_KY,KY,2015,7548871,7554887,198820,686598
2015_LA,LA,2015,8448743,8437263,198577,718711
2015_ME,ME,2015,2739589,2596180,56273,181613
2015_MD,MD,2015,14491642,13882823,253096,879601
2015_MA,MA,2015,16985185,16972319,294897,964026
2015_MI,MI,2015,19025996,17742903,482540,1536231
2015_MN,MN,2015,11684249,11969872,265709,864384
2015_MS,MS,2015,4592343,4624539,135375,487200
2015_MO,MO,2015,10623391,10540353,269349,919234
2015_MT,MT,2015,1804339,1804841,41822,145319
2015_NE,NE,2015,4248695,4283846,91650,316014
2015_NV,NV,2015,4345419,4183085,136906,467527
2015_NH,NH,2015,3093061,3044720,58107,182425
2015_NJ,NJ,2015,29335237,28809725,402208,1408845
2015_NM,NM,2015,3789651,3846641,96798,335694
2015_NY,NY,2015,63712218,65094591,820402,2711626
2015_NC,NC,2015,13146934,14060699,462874,1544934
2015_ND,ND,2015,1644533,1804762,30675,108644
2015_OH,OH,2015,24378660,22561728,521595,1716585
2015_OK,OK,2015,6121188,6184819,187118,692878
2015_OR,OR,2015,7111710,7011609,181598,576407
2015_PA,PA,2015,29967185,29690645,540546,1717414
2015_RI,RI,2015,2367068,2326473,42871,142014
2015_SC,SC,2015,8759944,8783362,220780,763533
2015_SD,SD,2015,1415149,1464781,37242,134253
2015_TN,TN,2015,9455920,9562527,291841,1001235
2015_TX,TX,2015,55582029,56255791,1492452,5301477
2015_UT,UT,2015,4705084,4537962,184303,647870
2015_VT,VT,2015,1996795,1969415,26002,87866
2015_VA,VA,2015,15857524,16113212,386781,1283590
2015_WA,WA,2015,13709442,13630138,336808,1087030
2015_WV,WV,2015,3478401,3466981,80142,277452
2015_WI,WI,2015,11637376,11553677,263896,867800
2015_WY,WY,2015,1962874,1942406,26914,94717
2016_AL,AL,2016,7498567,7708845,222638,744930
2016_AK,AK,2016,2494691,2623014,38573,132737
2016_AZ,AZ,2016,8503034,7987011,339195,1123137
2016_AR,AR,2016,5401016,5434193,143085,493447
2016_CA,CA,2016,89217262,85320133,1939323,6309138
2016_CO,CO,2016,10123271,9878524,265500,905019
2016_CT,CT,2016,11419673,10826431,166275,535118
2016_DE,DE,2016,2043577,2041952,40504,136264
2016_DC,DC,2016,1329719,1322563,19052,85850
2016_FL,FL,2016,28125598,27945116,847781,2816791
2016_GA,GA,2016,19403453,19158388,518772,1764346
2016_HI,HI,2016,3030519,2733094,50216,181550
2016_ID,ID,2016,2266490,2100980,88576,297200
2016_IL,IL,2016,32908958,33037244,618016,2026718
2016_IN,IN,2016,12732161,11535287,323736,1049547
2016_IA,IA,2016,6919477,6972412,147165,509831
2016_KS,KS,2016,6069563,6134836,141881,494347
2016_KY,KY,2016,7745928,7786281,198579,684017
2016_LA,LA,2016,8397136,8248660,200087,716293
2016_ME,ME,2016,2845391,2706103,55574,180512
2016_MD,MD,2016,14409321,13992191,255781,886221
2016_MA,MA,2016,17484704,17037880,295336,964514
2016_MI,MI,2016,19416061,18001445,479976,1528666
2016_MN,MN,2016,12186135,12848946,267937,875021
2016_MS,MS,2016,4755399,4631356,134814,483150
2016_MO,MO,2016,10893231,10719882,267733,915040
2016_MT,MT,2016,1800909,1879789,42038,146375
2016_NE,NE,2016,4398811,4640422,93143,319194
2016_NV,NV,2016,4482886,4374249,139723,473744
2016_NH,NH,2016,3150473,3124778,57280,180888
2016_NJ,NJ,2016,30012666,29665476,402880,1410421
2016_NM,NM,2016,3765069,3729397,99856,336263
2016_NY,NY,2016,66912661,68282026,818799,2729776
2016_NC,NC,2016,13448045,14207389,468113,1550062
2016_ND,ND,2016,1788749,1963630,30457,109706
2016_OH,OH,2016,23766529,23352516,519785,1710143
2016_OK,OK,2016,6103728,6184152,189045,693903
2016_OR,OR,2016,7418055,7501954,180509,578947
2016_PA,PA,2016,31077289,30925177,543826,1727497
2016_RI,RI,2016,2401541,2358654,43279,142150
2016_SC,SC,2016,9161667,9187299,223322,771250
2016_SD,SD,2016,1455737,1475864,37590,136302
2016_TN,TN,2016,9585331,9680512,293535,1001562
2016_TX,TX,2016,58284155,59314884,1525178,5360849
2016_UT,UT,2016,4952923,4923657,188588,659801
2016_VT,VT,2016,2112365,2082696,25573,88428
2016_VA,VA,2016,16259274,16497520,389330,1287026
2016_WA,WA,2016,14964364,15253296,339349,1101711
2016_WV,WV,2016,3391579,3366566,79442,273855
2016_WI,WI,2016,11697466,11787535,262681,864432
2016_WY,WY,2016,2044669,2034229,26924,94170
1986_AL,AL,1986,0,0,0,733735
1987_AL,AL,1987,0,0,0,729234
1988_AL,AL,1988,0,0,0,724751
1989_AL,AL,1989,0,0,0,723743
1990_AL,AL,1990,0,0,0,721806
1991_AL,AL,1991,0,0,0,722004
2017_AL,AL,2017,0,0,219387,742444
1986_AK,AK,1986,0,0,0,107848
1987_AK,AK,1987,0,0,0,106869
1988_AK,AK,1988,0,0,0,106481
1989_AK,AK,1989,0,0,0,109280
1990_AK,AK,1990,0,0,0,113903
1991_AK,AK,1991,0,0,0,118680
2017_AK,AK,2017,0,0,38254,132872
1986_AZ,AZ,1986,0,0,0,534538
1987_AZ,AZ,1987,0,0,0,572421
1988_AZ,AZ,1988,0,0,0,574890
1989_AZ,AZ,1989,0,0,0,607615
1990_AZ,AZ,1990,0,0,0,639853
1991_AZ,AZ,1991,0,0,0,656980
2017_AZ,AZ,2017,0,0,333079,1110851
1986_AR,AR,1986,0,0,0,437438
1987_AR,AR,1987,0,0,0,437036
1988_AR,AR,1988,0,0,0,436387
1989_AR,AR,1989,0,0,0,434960
1990_AR,AR,1990,0,0,0,436286
1991_AR,AR,1991,0,0,0,438518
2017_AR,AR,2017,0,0,143487,496085
1986_CA,CA,1986,0,0,0,4377989
1987_CA,CA,1987,0,0,0,4488398
1988_CA,CA,1988,0,0,0,4618120
1989_CA,CA,1989,0,0,0,4771978
1990_CA,CA,1990,0,0,0,4950474
1991_CA,CA,1991,0,0,0,5107145
2017_CA,CA,2017,0,0,1943939,6304266
1986_CO,CO,1986,0,0,0,558415
1987_CO,CO,1987,0,0,0,560236
1988_CO,CO,1988,0,0,0,560081
1989_CO,CO,1989,0,0,0,562755
1990_CO,CO,1990,0,0,0,574213
1991_CO,CO,1991,0,0,0,593030
2017_CO,CO,2017,0,0,270405,910280
1986_CT,CT,1986,0,0,0,468847
1987_CT,CT,1987,0,0,0,465465
1988_CT,CT,1988,0,0,0,460637
1989_CT,CT,1989,0,0,0,461560
1990_CT,CT,1990,0,0,0,469123
1991_CT,CT,1991,0,0,0,481050
2017_CT,CT,2017,0,0,165742,531288
1986_DE,DE,1986,0,0,0,94410
1987_DE,DE,1987,0,0,0,95659
1988_DE,DE,1988,0,0,0,96678
1989_DE,DE,1989,0,0,0,97808
1990_DE,DE,1990,0,0,0,99658
1991_DE,DE,1991,0,0,0,102196
2017_DE,DE,2017,0,0,40903,136293
1986_DC,DC,1986,0,0,0,85612
1987_DC,DC,1987,0,0,0,86435
1988_DC,DC,1988,0,0,0,84792
1989_DC,DC,1989,0,0,0,81301
1990_DC,DC,1990,0,0,0,80694
1991_DC,DC,1991,0,0,0,80618
2017_DC,DC,2017,0,0,19173,87315
1986_FL,FL,1986,0,0,0,1607320
1987_FL,FL,1987,0,0,0,1664774
1988_FL,FL,1988,0,0,0,1720930
1989_FL,FL,1989,0,0,0,1789925
1990_FL,FL,1990,0,0,0,1861592
1991_FL,FL,1991,0,0,0,1932131
2017_FL,FL,2017,0,0,851483,2832424
1986_GA,GA,1986,0,0,0,1096425
1987_GA,GA,1987,0,0,0,1110947
1988_GA,GA,1988,0,0,0,1107994
1989_GA,GA,1989,0,0,0,1126535
1990_GA,GA,1990,0,0,0,1151687
1991_GA,GA,1991,0,0,0,1177569
2017_GA,GA,2017,0,0,522034,1768642
1986_HI,HI,1986,0,0,0,164640
1987_HI,HI,1987,0,0,0,166160
1988_HI,HI,1988,0,0,0,167488
1989_HI,HI,1989,0,0,0,169493
1990_HI,HI,1990,0,0,0,171708
1991_HI,HI,1991,0,0,0,174747
2017_HI,HI,2017,0,0,50385,180837
1986_ID,ID,1986,0,0,0,208391
1987_ID,ID,1987,0,0,0,212444
1988_ID,ID,1988,0,0,0,214615
1989_ID,ID,1989,0,0,0,214932
1990_ID,ID,1990,0,0,0,220840
1991_ID,ID,1991,0,0,0,225680
2017_ID,ID,2017,0,0,90256,301186
1986_IL,IL,1986,0,0,0,1825185
1987_IL,IL,1987,0,0,0,1811446
1988_IL,IL,1988,0,0,0,1794916
1989_IL,IL,1989,0,0,0,1797355
1990_IL,IL,1990,0,0,0,1821407
1991_IL,IL,1991,0,0,0,1848166
2017_IL,IL,2017,0,0,616176,2005153
1986_IN,IN,1986,0,0,0,966780
1987_IN,IN,1987,0,0,0,964129
1988_IN,IN,1988,0,0,0,960994
1989_IN,IN,1989,0,0,0,954165
1990_IN,IN,1990,0,0,0,954525
1991_IN,IN,1991,0,0,0,956988
2017_IN,IN,2017,0,0,325521,1054187
1986_IA,IA,1986,0,0,0,481286
1987_IA,IA,1987,0,0,0,480826
1988_IA,IA,1988,0,0,0,478200
1989_IA,IA,1989,0,0,0,478486
1990_IA,IA,1990,0,0,0,483652
1991_IA,IA,1991,0,0,0,491363
2017_IA,IA,2017,0,0,148132,511850
1986_KS,KS,1986,0,0,0,416091
1987_KS,KS,1987,0,0,0,421112
1988_KS,KS,1988,0,0,0,426596
1989_KS,KS,1989,0,0,0,430864
1990_KS,KS,1990,0,0,0,437034
1991_KS,KS,1991,0,0,0,445390
2017_KS,KS,2017,0,0,142569,497088
1986_KY,KY,1986,0,0,0,642778
1987_KY,KY,1987,0,0,0,642696
1988_KY,KY,1988,0,0,0,637627
1989_KY,KY,1989,0,0,0,630688
1990_KY,KY,1990,0,0,0,636401
1991_KY,KY,1991,0,0,0,646024
2017_KY,KY,2017,0,0,198841,680978
1986_LA,LA,1986,0,0,0,795188
1987_LA,LA,1987,0,0,0,793093
1988_LA,LA,1988,0,0,0,786683
1989_LA,LA,1989,0,0,0,783025
1990_LA,LA,1990,0,0,0,784757
1991_LA,LA,1991,0,0,0,794128
2017_LA,LA,2017,0,0,200976,715135
1986_ME,ME,1986,0,0,0,211752
1987_ME,ME,1987,0,0,0,211817
1988_ME,ME,1988,0,0,0,212902
1989_ME,ME,1989,0,0,0,213775
1990_ME,ME,1990,0,0,0,215149
1991_ME,ME,1991,0,0,0,216400
2017_ME,ME,2017,0,0,55536,180473
1986_MD,MD,1986,0,0,0,675747
1987_MD,MD,1987,0,0,0,683797
1988_MD,MD,1988,0,0,0,688947
1989_MD,MD,1989,0,0,0,698806
1990_MD,MD,1990,0,0,0,715176
1991_MD,MD,1991,0,0,0,736238
2017_MD,MD,2017,0,0,259893,893684
1986_MA,MA,1986,0,0,0,833918
1987_MA,MA,1987,0,0,0,825320
1988_MA,MA,1988,0,0,0,823428
1989_MA,MA,1989,0,0,0,825588
1990_MA,MA,1990,0,0,0,834314
1991_MA,MA,1991,0,0,0,846155
2017_MA,MA,2017,0,0,296376,964791
1986_MI,MI,1986,0,0,0,1597154
1987_MI,MI,1987,0,0,0,1589287
1988_MI,MI,1988,0,0,0,1582785
1989_MI,MI,1989,0,0,0,1576785
1990_MI,MI,1990,0,0,0,1584431
1991_MI,MI,1991,0,0,0,1593561
2017_MI,MI,2017,0,0,477301,1516398
1986_MN,MN,1986,0,0,0,711134
1987_MN,MN,1987,0,0,0,721481
1988_MN,MN,1988,0,0,0,726950
1989_MN,MN,1989,0,0,0,739553
1990_MN,MN,1990,0,0,0,756374
1991_MN,MN,1991,0,0,0,773571
2017_MN,MN,2017,0,0,270468,884944
1986_MS,MS,1986,0,0,0,498639
1987_MS,MS,1987,0,0,0,505550
1988_MS,MS,1988,0,0,0,503326
1989_MS,MS,1989,0,0,0,502020
1990_MS,MS,1990,0,0,0,502417
1991_MS,MS,1991,0,0,0,504127
2017_MS,MS,2017,0,0,133244,478321
1986_MO,MO,1986,0,0,0,800606
1987_MO,MO,1987,0,0,0,802060
1988_MO,MO,1988,0,0,0,806639
1989_MO,MO,1989,0,0,0,807934
1990_MO,MO,1990,0,0,0,816558
1991_MO,MO,1991,0,0,0,842965
2017_MO,MO,2017,0,0,266775,915472
1986_MT,MT,1986,0,0,0,153327
1987_MT,MT,1987,0,0,0,152207
1988_MT,MT,1988,0,0,0,152191
1989_MT,MT,1989,0,0,0,151265
1990_MT,MT,1990,0,0,0,152974
1991_MT,MT,1991,0,0,0,155779
2017_MT,MT,2017,0,0,43399,149474
1986_NE,NE,1986,0,0,0,267139
1987_NE,NE,1987,0,0,0,268100
1988_NE,NE,1988,0,0,0,269434
1989_NE,NE,1989,0,0,0,270920
1990_NE,NE,1990,0,0,0,274081
1991_NE,NE,1991,0,0,0,279552
2017_NE,NE,2017,0,0,94935,323766
1986_NV,NV,1986,0,0,0,161239
1987_NV,NV,1987,0,0,0,168353
1988_NV,NV,1988,0,0,0,176474
1989_NV,NV,1989,0,0,0,186834
1990_NV,NV,1990,0,0,0,201316
1991_NV,NV,1991,0,0,0,211810
2017_NV,NV,2017,0,0,141950,485785
1986_NH,NH,1986,0,0,0,163717
1987_NH,NH,1987,0,0,0,166045
1988_NH,NH,1988,0,0,0,169413
1989_NH,NH,1989,0,0,0,171696
1990_NH,NH,1990,0,0,0,172785
1991_NH,NH,1991,0,0,0,177138
2017_NH,NH,2017,0,0,56773,179433
1986_NJ,NJ,1986,0,0,0,1107467
1987_NJ,NJ,1987,0,0,0,1092982
1988_NJ,NJ,1988,0,0,0,1080871
1989_NJ,NJ,1989,0,0,0,1076005
1990_NJ,NJ,1990,0,0,0,1089646
1991_NJ,NJ,1991,0,0,0,1109796
2017_NJ,NJ,2017,0,0,402894,1408102
1986_NM,NM,1986,0,0,0,281943
1987_NM,NM,1987,0,0,0,287229
1988_NM,NM,1988,0,0,0,292425
1989_NM,NM,1989,0,0,0,296057
1990_NM,NM,1990,0,0,0,301881
1991_NM,NM,1991,0,0,0,308667
2017_NM,NM,2017,0,0,98506,334345
1986_NY,NY,1986,0,0,0,2607719
1987_NY,NY,1987,0,0,0,2594070
1988_NY,NY,1988,0,0,0,2573715
1989_NY,NY,1989,0,0,0,2565841
1990_NY,NY,1990,0,0,0,2598337
1991_NY,NY,1991,0,0,0,2643993
2017_NY,NY,2017,0,0,820564,2724663
1986_NC,NC,1986,0,0,0,1085248
1987_NC,NC,1987,0,0,0,1085976
1988_NC,NC,1988,0,0,0,1083156
1989_NC,NC,1989,0,0,0,1080744
1990_NC,NC,1990,0,0,0,1086871
1991_NC,NC,1991,0,0,0,1097598
2017_NC,NC,2017,0,0,470877,1553513
1986_ND,ND,1986,0,0,0,118703
1987_ND,ND,1987,0,0,0,119004
1988_ND,ND,1988,0,0,0,118809
1989_ND,ND,1989,0,0,0,117816
1990_ND,ND,1990,0,0,0,117825
1991_ND,ND,1991,0,0,0,118376
2017_ND,ND,2017,0,0,30889,111920
1986_OH,OH,1986,0,0,0,1793508
1987_OH,OH,1987,0,0,0,1793431
1988_OH,OH,1988,0,0,0,1778544
1989_OH,OH,1989,0,0,0,1764410
1990_OH,OH,1990,0,0,0,1771089
1991_OH,OH,1991,0,0,0,1783767
2017_OH,OH,2017,0,0,517145,1704399
1986_OK,OK,1986,0,0,0,593183
1987_OK,OK,1987,0,0,0,584212
1988_OK,OK,1988,0,0,0,580426
1989_OK,OK,1989,0,0,0,578580
1990_OK,OK,1990,0,0,0,579087
1991_OK,OK,1991,0,0,0,588263
2017_OK,OK,2017,0,0,191296,695092
1986_OR,OR,1986,0,0,0,449307
1987_OR,OR,1987,0,0,0,455895
1988_OR,OR,1988,0,0,0,461752
1989_OR,OR,1989,0,0,0,472394
1990_OR,OR,1990,0,0,0,472394
1991_OR,OR,1991,0,0,0,498614
2017_OR,OR,2017,0,0,180324,608014
1986_PA,PA,1986,0,0,0,1674161
1987_PA,PA,1987,0,0,0,1668542
1988_PA,PA,1988,0,0,0,1659714
1989_PA,PA,1989,0,0,0,1655279
1990_PA,PA,1990,0,0,0,1667834
1991_PA,PA,1991,0,0,0,1692797
2017_PA,PA,2017,0,0,543865,1726809
1986_RI,RI,1986,0,0,0,134690
1987_RI,RI,1987,0,0,0,134800
1988_RI,RI,1988,0,0,0,133585
1989_RI,RI,1989,0,0,0,135729
1990_RI,RI,1990,0,0,0,138813
1991_RI,RI,1991,0,0,0,142144
2017_RI,RI,2017,0,0,44212,142949
1986_SC,SC,1986,0,0,0,611629
1987_SC,SC,1987,0,0,0,614921
1988_SC,SC,1988,0,0,0,615774
1989_SC,SC,1989,0,0,0,616177
1990_SC,SC,1990,0,0,0,622112
1991_SC,SC,1991,0,0,0,627470
2017_SC,SC,2017,0,0,224093,777507
1986_SD,SD,1986,0,0,0,125458
1987_SD,SD,1987,0,0,0,126817
1988_SD,SD,1988,0,0,0,126910
1989_SD,SD,1989,0,0,0,127329
1990_SD,SD,1990,0,0,0,129164
1991_SD,SD,1991,0,0,0,131576
2017_SD,SD,2017,0,0,37945,137823
1986_TN,TN,1986,0,0,0,818073
1987_TN,TN,1987,0,0,0,823783
1988_TN,TN,1988,0,0,0,821580
1989_TN,TN,1989,0,0,0,819660
1990_TN,TN,1990,0,0,0,824595
1991_TN,TN,1991,0,0,0,833651
2017_TN,TN,2017,0,0,291569,1001967
1986_TX,TX,1986,0,0,0,3209515
1987_TX,TX,1987,0,0,0,3236787
1988_TX,TX,1988,0,0,0,3283707
1989_TX,TX,1989,0,0,0,3328514
1990_TX,TX,1990,0,0,0,3382887
1991_TX,TX,1991,0,0,0,3464371
2017_TX,TX,2017,0,0,1548389,5401341
1986_UT,UT,1986,0,0,0,415994
1987_UT,UT,1987,0,0,0,423386
1988_UT,UT,1988,0,0,0,431119
1989_UT,UT,1989,0,0,0,438554
1990_UT,UT,1990,0,0,0,446652
1991_UT,UT,1991,0,0,0,456430
2017_UT,UT,2017,0,0,193167,668274
1986_VT,VT,1986,0,0,0,92112
1987_VT,VT,1987,0,0,0,92755
1988_VT,VT,1988,0,0,0,93381
1989_VT,VT,1989,0,0,0,94779
1990_VT,VT,1990,0,0,0,95762
1991_VT,VT,1991,0,0,0,97137
2017_VT,VT,2017,0,0,24976,88028
1986_VA,VA,1986,0,0,0,975135
1987_VA,VA,1987,0,0,0,979417
1988_VA,VA,1988,0,0,0,982393
1989_VA,VA,1989,0,0,0,985346
1990_VA,VA,1990,0,0,0,998601
1991_VA,VA,1991,0,0,0,1016204
2017_VA,VA,2017,0,0,391435,1291462
1986_WA,WA,1986,0,0,0,761428
1987_WA,WA,1987,0,0,0,775755
1988_WA,WA,1988,0,0,0,790918
1989_WA,WA,1989,0,0,0,810232
1990_WA,WA,1990,0,0,0,839709
1991_WA,WA,1991,0,0,0,869327
2017_WA,WA,2017,0,0,340375,1110367
1986_WV,WV,1986,0,0,0,351837
1987_WV,WV,1987,0,0,0,344236
1988_WV,WV,1988,0,0,0,335912
1989_WV,WV,1989,0,0,0,327540
1990_WV,WV,1990,0,0,0,322389
1991_WV,WV,1991,0,0,0,320249
2017_WV,WV,2017,0,0,78305,272266
1986_WI,WI,1986,0,0,0,767819
1987_WI,WI,1987,0,0,0,772363
1988_WI,WI,1988,0,0,0,774857
1989_WI,WI,1989,0,0,0,782905
1990_WI,WI,1990,0,0,0,797621
1991_WI,WI,1991,0,0,0,814671
2017_WI,WI,2017,0,0,261916,860753
1986_WY,WY,1986,0,0,0,100955
1987_WY,WY,1987,0,0,0,98455
1988_WY,WY,1988,0,0,0,97793
1989_WY,WY,1989,0,0,0,97172
1990_WY,WY,1990,0,0,0,98226
1991_WY,WY,1991,0,0,0,102074
2017_WY,WY,2017,0,0,27361,94258
1990_DODEA,DODEA,1990,0,0,0,0
1990_NATIONAL,NATIONAL,1990,0,0,0,0
1992_DODEA,DODEA,1992,0,0,0,0
1992_NATIONAL,NATIONAL,1992,0,0,0,0
1994_DODEA,DODEA,1994,0,0,0,0
1994_NATIONAL,NATIONAL,1994,0,0,0,0
1996_DODEA,DODEA,1996,0,0,0,0
1996_NATIONAL,NATIONAL,1996,0,0,0,0
1998_DODEA,DODEA,1998,0,0,0,0
1998_NATIONAL,NATIONAL,1998,0,0,0,0
2000_DODEA,DODEA,2000,0,0,0,0
2000_NATIONAL,NATIONAL,2000,0,0,0,0
2002_DODEA,DODEA,2002,0,0,0,0
2002_NATIONAL,NATIONAL,2002,0,0,0,0
2003_DODEA,DODEA,2003,0,0,0,0
2003_NATIONAL,NATIONAL,2003,0,0,0,0
2005_DODEA,DODEA,2005,0,0,0,0
2005_NATIONAL,NATIONAL,2005,0,0,0,0
2007_DODEA,DODEA,2007,0,0,0,0
2007_NATIONAL,NATIONAL,2007,0,0,0,0
2009_DODEA,DODEA,2009,0,0,0,0
2009_NATIONAL,NATIONAL,2009,0,0,0,0
2011_DODEA,DODEA,2011,0,0,0,0
2011_NATIONAL,NATIONAL,2011,0,0,0,0
2013_DODEA,DODEA,2013,0,0,0,0
2013_NATIONAL,NATIONAL,2013,0,0,0,0
2015_DODEA,DODEA,2015,0,0,0,0
