State_Year,STATE,YEAR,TOTAL_REVENUE,TOTAL_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G
2004_MD,MD,2004,9123493,8921938,23380,54838,63776,69567,57432,519199,268144,865561
2004_MA,MA,2004,11979937,12033345,23281,68357,72818,76831,63852,590537,293399,975574
2004_MI,MI,2004,18663799,20060708,20360,131141,125319,137898,111055,1028824,525196,1751290
2004_MN,MN,2004,8688315,8963393,11173,58657,59338,66016,71636,488617,280056,838503
2004_MS,MS,2004,3481643,3473928,2623,39547,38311,39115,25801,311121,129253,495376
2004_MO,MO,2004,7893957,7896438,13602,64328,66284,73619,61838,550737,276782,905449
2004_MT,MT,2004,1270790,1241417,759,10206,10440,12011,11173,87415,47906,146705
2004_NE,NE,2004,2734724,2667987,6114,21205,20429,22267,21557,167497,90945,285761
2004_NV,NV,2004,3069531,3228619,2894,29877,31950,32472,21385,255458,111314,400083
2004_NH,NH,2004,2194562,2236010,2360,10116,15501,17237,14847,127173,66535,206852
2004_NJ,NJ,2004,21398391,21467607,25211,93157,100557,104437,88378,813471,400085,1393347
2004_NM,NM,2004,2855893,2882631,5322,24624,23880,26211,19518,197954,98202,326102
2004_NY,NY,2004,40820776,42953568,39801,188633,202267,218176,166975,1662931,840949,2836337
2004_NC,NC,2004,10569600,10263463,12468,111753,104337,109979,79257,861519,400014,1385754
2004_ND,ND,2004,925393,957480,1089,6643,7069,8127,8143,59390,33391,100513
2004_OH,OH,2004,18878773,19375400,26119,134215,134442,147161,127379,1106754,572944,1840032
2004_OK,OK,2004,4622080,4400069,31803,47152,44372,47270,37938,370720,175199,629476
2004_OR,OR,2004,5086083,5393871,988,38997,41298,44802,41125,336226,175263,552505
2004_PA,PA,2004,21104028,22054811,7154,124435,133418,151250,132551,1100188,590332,1828089
2004_RI,RI,2004,1836758,1745707,1633,8824,11731,12783,10533,96583,49458,156498
2004_SC,SC,2004,5961494,6138231,20961,52327,51999,56641,38736,430976,199472,703736
2004_SD,SD,2004,1007135,1012096,1173,9257,8862,9715,9389,73461,38907,122798
2004_TN,TN,2004,6349101,6738601,8132,74740,70555,73233,55490,573505,270211,941091
2004_TX,TX,2004,36055119,38150452,204665,333934,324389,329214,247655,2645636,1220980,4405215
2004_UT,UT,2004,2997200,3066684,9036,41088,37888,37674,35671,305321,148162,503607
2004_VT,VT,2004,1525776,1550157,3714,6249,6807,7846,7552,55972,32195,98352
2004_VA,VA,2004,11151172,11404055,18376,87223,89742,96540,77965,734088,365052,1204739
2004_WA,WA,2004,8790531,9009980,11921,71219,75151,80918,74121,612265,324600,1020005
2004_WV,WV,2004,2585084,2603996,7989,20942,20670,22582,18319,168623,82574,280129
2004_WI,WI,2004,9183588,9126345,27444,58724,59267,67168,69510,491782,286807,864757
2004_WY,WY,2004,974888,953916,374,6264,5862,6985,6323,50647,27448,84733
2005_AL,AL,2005,5889966,5904664,2623,58692,55919,59643,43452,466164,212414,741761
2005_AK,AK,2005,1599739,1751718,1914,9934,9495,10793,9578,79377,42063,133288
2005_AZ,AZ,2005,7550109,7136794,9979,83529,80458,80683,79180,645851,354901,1094454
2005_AR,AR,2005,3978240,3999608,10372,38070,34951,37279,29351,286781,138237,474206
2005_CA,CA,2005,62171797,66196072,125099,458440,477828,489560,423241,3848455,1953077,6437202
2005_CO,CO,2005,6910296,7284280,23211,59398,57151,59929,51818,467266,229951,779826
2005_CT,CT,2005,7898694,7452057,12774,41206,42876,44680,38662,345725,175354,575059
2005_DE,DE,2005,1431710,1480157,680,8511,8896,10492,7555,75448,36298,120937
2005_DC,DC,2005,1109605,1085658,5499,5545,5003,5196,3177,41142,18769,76876
2005_FL,FL,2005,23216404,23857012,47240,203325,195265,208413,157545,1622830,801629,2675024
2005_GA,GA,2005,14724731,14492666,38633,128397,119028,123678,87800,978416,453015,1598461
2005_HI,HI,2005,2274166,1765805,1412,14236,14127,13696,10899,111731,55258,182818
2005_ID,ID,2005,1796035,1819519,2784,19987,19860,20674,17876,160058,79153,261982
2005_IL,IL,2005,21611180,22035569,72131,147726,154372,160911,138518,1260190,631198,2111706
2005_IN,IN,2005,11653165,11071431,10501,75519,79078,82021,67050,638447,310607,1035074
2005_IA,IA,2005,4638125,4599549,6826,37435,34160,38145,37611,281899,157322,483482
2005_KS,KS,2005,4223632,4076597,1837,34723,33229,35772,32870,272995,142349,467525
2005_KY,KY,2005,5444309,5750671,38125,50266,47639,50701,39157,395406,190975,679878
2005_LA,LA,2005,5975074,5941561,23328,52937,53121,53832,36735,405817,172444,654526
2005_ME,ME,2005,2324789,2325138,1894,13766,14198,16692,14683,117831,62007,195498
2005_MD,MD,2005,9906219,9782665,24219,56858,62347,68400,58766,507494,271449,860020
2005_MA,MA,2005,12976279,12726283,24617,68242,71410,76223,65635,582539,296511,971909
2005_MI,MI,2005,19106382,20489512,25009,131886,121830,134113,113351,1008809,538642,1742282
2005_MN,MN,2005,8777363,9082593,11633,59666,58563,65416,72173,486194,281486,839243
2005_MS,MS,2005,3639643,3610904,2488,40346,36787,38907,26383,308149,132192,494954
2005_MO,MO,2005,8340865,8170965,17848,68221,66215,74436,62632,549073,282563,917705
2005_MT,MT,2005,1293070,1268328,798,10300,10527,12050,11095,86477,47562,145416
2005_NE,NE,2005,2895640,2708776,6463,21888,20290,21998,21419,166704,91591,286646
2005_NV,NV,2005,3381646,3483540,2812,29978,32222,33502,20501,262221,116375,412395
2005_NH,NH,2005,2332695,2333264,2525,10360,15151,17038,15001,125158,67112,205767
2005_NJ,NJ,2005,23026334,23023365,26794,93151,98565,103587,92175,806925,407314,1395602
2005_NM,NM,2005,2982991,3011696,6070,25140,23987,25987,19119,198342,97206,326758
2005_NY,NY,2005,43936450,45086872,40519,189924,196279,216226,173867,1626722,851404,2815581
2005_NC,NC,2005,11098165,10917913,9847,116829,105392,111894,82267,876442,413318,1416436
2005_ND,ND,2005,969520,985502,1052,6579,7016,7993,7889,58007,32645,98283
2005_OH,OH,2005,19746239,19785561,29791,135854,131691,144869,130436,1095686,578352,1839683
2005_OK,OK,2005,4892548,4785987,33418,48667,44194,47812,38013,372169,176683,634739
2005_OR,OR,2005,5022050,5597579,1049,39759,42071,44046,39414,338084,172185,552194
2005_PA,PA,2005,22657782,23183924,8790,127065,131236,148957,135778,1089528,600857,1830684
2005_RI,RI,2005,1903472,1790591,1688,9580,11484,12470,10587,92602,49552,153422
2005_SC,SC,2005,6337711,6572191,21604,52805,50408,55701,40327,423621,203514,701544
2005_SD,SD,2005,1053504,1059303,1217,9470,8883,9576,8956,72843,38482,122012
2005_TN,TN,2005,6806262,7067521,10190,76449,69773,72949,56949,575580,277352,953928
2005_TX,TX,2005,37783715,40302144,207967,350124,329969,335824,257151,2710248,1257055,4525394
2005_UT,UT,2005,3181279,3188018,3933,42307,38635,38463,36923,311404,150786,508430
2005_VT,VT,2005,1628681,1634534,4061,6069,6549,7559,7499,54532,31856,96638
2005_VA,VA,2005,12182657,12385157,19868,89427,88883,95716,78913,732004,372317,1213616
2005_WA,WA,2005,9141383,9399603,12735,72644,74401,81440,76505,614103,332503,1031985
2005_WV,WV,2005,2701056,2698703,8942,21428,19999,22147,18022,166618,83677,280866
2005_WI,WI,2005,9584108,9433502,31218,60382,59984,66985,69665,492398,291176,875174
2005_WY,WY,2005,1132160,1033603,439,6381,6111,6819,6079,50375,27214,84409
2006_AL,AL,2006,6364028,6591429,3872,58209,56720,59573,44471,466583,214968,743632
2006_AK,AK,2006,1625138,1817656,1832,9795,9589,10155,10039,78540,42441,132608
2006_AZ,AZ,2006,8084068,7934177,14905,85388,81388,80769,71388,659167,308576,1068249
2006_AR,AR,2006,4247664,4343877,10895,38058,35581,36026,29617,287207,139689,476409
2006_CA,CA,2006,66302860,68722432,119824,454605,470542,491871,443253,3830950,1993972,6406750
2006_CO,CO,2006,7295561,7803324,24554,60922,57877,59497,53922,473565,234985,794026
2006_CT,CT,2006,8436197,7982143,13577,40834,42107,44609,40027,343652,177037,575100
2006_DE,DE,2006,1544615,1646885,662,8604,8982,10262,7482,75730,37258,122254
2006_DC,DC,2006,1092863,1081887,5800,5323,4577,4826,3367,38337,18313,72850
2006_FL,FL,2006,25423686,26609155,46117,202063,199686,207213,162952,1618382,804951,2671513
2006_GA,GA,2006,16165924,15839227,39318,130453,121155,126903,90402,996737,462649,1629157
2006_HI,HI,2006,2705532,1939968,1486,13953,13687,13512,10675,110480,54636,180728
2006_ID,ID,2006,1875346,1903720,2787,20922,19989,20540,18322,163296,80375,267380
2006_IL,IL,2006,22724326,22622323,75275,147440,153480,159038,143366,1254964,640597,2118276
2006_IN,IN,2006,11578988,11260755,10148,79145,78177,82067,69654,640815,315832,1045940
2006_IA,IA,2006,4898509,4930613,8255,37592,34245,37031,38448,280371,156904,483122
2006_KS,KS,2006,4648920,4439000,14074,35392,33101,34810,32471,273740,142086,469506
2006_KY,KY,2006,6002056,6112978,36518,50639,47975,50323,40267,396829,194672,683152
2006_LA,LA,2006,6780668,6032182,24022,53804,51624,50694,38582,414290,183735,675851
2006_ME,ME,2006,2381908,2381439,2323,14001,14192,15782,14829,116014,61648,193986
2006_MD,MD,2006,10697117,10585292,25674,56133,61045,66332,60656,497258,272575,851640
2006_MA,MA,2006,14160242,13503621,24875,68585,70752,74381,67618,576604,298033,968661
2006_MI,MI,2006,19714584,20626758,26192,129676,120173,130582,116774,988805,539517,1722656
2006_MN,MN,2006,9314477,9671933,12319,60712,59257,64619,73273,485414,282120,840565
2006_MS,MS,2006,4279581,4066036,2685,39617,36873,38819,26732,307988,134475,495026
2006_MO,MO,2006,8846493,8654672,20927,67873,66268,72023,63755,545475,286078,920353
2006_MT,MT,2006,1375638,1377599,794,10409,10311,11387,10870,85685,47340,144418
2006_NE,NE,2006,3107061,2867250,6933,22080,20338,21622,21527,166756,91811,287580
2006_NV,NV,2006,3691628,4022979,2937,31746,32711,33586,21352,267211,121779,424766
2006_NH,NH,2006,2459051,2494247,2531,10375,15080,16431,15492,123282,67384,203572
2006_NJ,NJ,2006,23915685,24177714,27952,93043,98149,102827,94685,800060,408143,1388850
2006_NM,NM,2006,3094036,3099738,5852,25668,24311,25563,19329,198571,98129,328220
2006_NY,NY,2006,47018793,48359774,44649,186373,192095,210851,179030,1596900,857753,2809649
2006_NC,NC,2006,11709885,11725031,16601,118443,108731,110965,84556,892023,417414,1444481
2006_ND,ND,2006,1008339,1017084,977,6650,6931,7874,7818,56768,32275,96670
2006_OH,OH,2006,20957714,20589584,30774,133990,131258,144312,131200,1088429,583529,1836722
2006_OK,OK,2006,5120286,5094695,34378,49362,45369,46050,38453,373381,178292,639391
2006_OR,OR,2006,5429145,5386128,1147,39572,41754,43312,43833,339141,181683,562574
2006_PA,PA,2006,23950553,24195122,10953,126821,129546,146393,153112,1080146,648688,1871060
2006_RI,RI,2006,2004709,1983578,1764,10231,11135,12194,10832,90001,49616,151612
2006_SC,SC,2006,6752813,7148083,22217,53154,51217,55222,41588,425902,206748,708021
2006_SD,SD,2006,1086433,1052315,1248,9614,8866,9510,8795,72275,38021,121158
2006_TN,TN,2006,7195519,7395357,12323,77494,71857,72892,59904,587494,286397,978368
2006_TX,TX,2006,41142403,43394244,212137,352980,340488,338449,263224,2754665,1279727,4599509
2006_UT,UT,2006,3381146,3371338,3814,43518,40477,37743,36425,323940,152114,523386
2006_VT,VT,2006,1725093,1711762,4308,6198,6521,7186,7599,53234,31659,95399
2006_VA,VA,2006,13153845,13481336,20391,89644,88527,95083,82901,731650,378755,1220440
2006_WA,WA,2006,9679682,9915617,9082,72608,75695,80022,77160,613168,331916,1026774
2006_WV,WV,2006,2814536,2852607,7469,24308,19935,21541,18508,165796,84366,281939
2006_WI,WI,2006,9855692,9779642,33821,60408,59356,65606,70699,490371,292100,876700
2006_WY,WY,2006,1150345,1146527,423,6575,6191,6697,6167,50997,27198,85193
2007_AL,AL,2007,7069040,7196459,3592,55972,57795,58792,46200,466414,216941,742919
2007_AK,AK,2007,1800616,1938755,1679,9625,9420,9953,10092,77676,42049,131029
2007_AZ,AZ,2007,8724434,8709531,15854,86742,82876,81196,76275,668290,316376,1087447
2007_AR,AR,2007,4415981,4779308,12795,38192,35710,35944,30708,288518,138921,479016
2007_CA,CA,2007,72516936,73225422,68002,454743,467305,490054,468281,3801685,2011865,6343471
2007_CO,CO,2007,7689014,8039146,25649,61576,59449,58396,55334,478501,236141,801867
2007_CT,CT,2007,8913149,8685421,14180,39889,42488,43670,40927,339965,176592,570626
2007_DE,DE,2007,1694929,1705204,583,8817,9085,10176,7681,75619,37555,122574
2007_DC,DC,2007,1148358,1140506,7146,5306,4807,5182,4002,40295,20242,78422
2007_FL,FL,2007,28898362,29849892,46917,197467,195859,193970,169832,1611475,810952,2666811
2007_GA,GA,2007,17755989,17389530,39908,129791,125404,124544,95443,1008878,471012,1649589
2007_HI,HI,2007,2985593,2199604,1531,15042,13652,13420,11234,108882,54246,179897
2007_ID,ID,2007,2011951,1960472,2880,21295,20658,20557,18598,166996,80948,272119
2007_IL,IL,2007,23897153,23401917,77843,145755,152895,161310,144342,1249311,639896,2112805
2007_IN,IN,2007,10458932,11462062,10755,75445,78204,80850,71755,643350,317214,1046764
2007_IA,IA,2007,5194536,5198975,12487,37819,34590,36040,39114,279198,155611,485115
2007_KS,KS,2007,5038100,4823931,13477,35471,34383,34572,33149,276250,140893,468295
2007_KY,KY,2007,6226696,6351636,17985,49986,49250,49723,41958,401215,196772,666225
2007_LA,LA,2007,7048732,6657341,26631,53062,56201,51355,37806,419856,181489,681038
2007_ME,ME,2007,2538161,2501127,2635,13710,14238,15334,16322,114397,65503,196245
2007_MD,MD,2007,11674965,11541225,27179,59455,60281,65088,61767,489845,269221,845700
2007_MA,MA,2007,14407777,14315518,25853,67900,71443,73318,68757,572523,296032,962958
2007_MI,MI,2007,20576110,19839838,27207,125592,118931,126608,126380,970882,549291,1692739
2007_MN,MN,2007,9693509,10030105,12795,60140,59431,63189,74749,485245,279398,837578
2007_MS,MS,2007,4220926,4158733,2805,38662,37274,37948,27688,306944,137033,494122
2007_MO,MO,2007,8908844,9245525,22691,67314,67996,68636,65443,541741,285442,917188
2007_MT,MT,2007,1474306,1442434,539,10601,10503,11180,11057,85165,46448,142823
2007_NE,NE,2007,3234014,3117931,10091,22588,20519,21047,22400,167416,91149,291244
2007_NV,NV,2007,4006081,4346371,2834,31682,33760,34121,21828,271876,121752,429362
2007_NH,NH,2007,2600123,2608190,2614,10489,15026,16218,15959,121256,66413,200772
2007_NJ,NJ,2007,25293076,25572112,28540,91115,98195,100884,97078,794703,411332,1382348
2007_NM,NM,2007,3272953,3279467,5378,25796,24452,25063,19594,198544,99322,329040
2007_NY,NY,2007,50762544,51253984,48561,184672,191647,205135,185680,1571259,852342,2765435
2007_NC,NC,2007,13063307,12794086,16927,120998,115076,114543,85893,934399,417168,1489492
2007_ND,ND,2007,1045678,1042175,909,6730,6935,7472,7662,55853,31567,95059
2007_OH,OH,2007,22142424,21336580,32815,130889,132634,139939,134417,1077618,585862,1827184
2007_OK,OK,2007,5491931,5505213,35270,49306,46787,45831,39321,375505,178400,642065
2007_OR,OR,2007,5648586,5634955,1310,39820,42750,43018,45559,341853,181719,565586
2007_PA,PA,2007,25334577,25627083,12490,122769,129837,143406,139930,1069191,595727,1801971
2007_RI,RI,2007,2100679,2082332,1770,9840,11028,12098,10848,87549,48470,147629
2007_SC,SC,2007,7130274,7660995,22812,52314,52715,54067,39459,429440,207751,712317
2007_SD,SD,2007,1136570,1096568,1335,9688,8935,9248,8901,72401,38182,121606
2007_TN,TN,2007,7617488,7817659,14937,75289,72454,70745,62040,579042,282508,964259
2007_TX,TX,2007,44355326,45920825,217751,356706,346491,332671,273867,2800227,1300148,4674832
2007_UT,UT,2007,3656090,3618540,9487,47591,44748,41114,40375,353180,165986,576244
2007_VT,VT,2007,1836316,1804519,4556,6161,6490,7039,7714,52379,30942,94038
2007_VA,VA,2007,14176385,14700853,28684,89656,90397,93896,85413,732104,380413,1230857
2007_WA,WA,2007,10350748,10682397,10012,72165,76673,78219,78429,615230,332840,1030247
2007_WV,WV,2007,2905489,2983267,12247,21300,20217,21330,18625,164998,83990,282535
2007_WI,WI,2007,10154985,9988878,37773,59590,59995,64135,72380,487849,289421,874633
2007_WY,WY,2007,1477891,1390344,413,6891,6493,6711,6246,51939,27179,86422
2008_AL,AL,2008,7726213,7847387,6470,56205,58593,57809,46763,465403,217590,745668
2008_AK,AK,2008,2188587,2274819,1905,9744,9756,9673,9787,77614,41399,130662
2008_AZ,AZ,2008,9272152,9581201,16748,87229,83793,81576,76735,667539,316048,1087817
2008_AR,AR,2008,4608356,4720720,13254,37997,36345,35387,30256,289953,137196,478965
2008_CA,CA,2008,74626928,76618865,70497,461063,463904,486390,476156,3770281,2013687,6322528
2008_CO,CO,2008,8070129,8884786,28280,63985,61058,58733,55936,488039,238139,818443
2008_CT,CT,2008,9322225,9046750,14952,40684,41792,43027,40743,336582,174980,567198
2008_DE,DE,2008,1694998,1746925,738,9458,9521,9908,8120,76615,38619,125430
2008_DC,DC,2008,1224312,1224785,7451,5122,4595,4540,3444,38190,17891,68681
2008_FL,FL,2008,30001821,31219589,48233,193428,198129,200736,167705,1607634,781725,2631020
2008_GA,GA,2008,18683630,19172087,40726,129336,127285,123857,96131,1015622,470108,1655792
2008_HI,HI,2008,2541703,2242408,1607,15475,13739,12665,11326,108733,53481,179478
2008_ID,ID,2008,2151476,2001328,2797,21516,21450,20623,18826,169241,81497,275051
2008_IL,IL,2008,25431714,25696866,92782,146969,152951,159272,147796,1239444,640512,2119707
2008_IN,IN,2008,11340157,10865851,11487,76308,78842,80874,72989,642226,316126,1046147
2008_IA,IA,2008,5496908,5495756,17022,38522,35031,35324,38050,280022,151993,487559
2008_KS,KS,2008,5378095,5122049,14271,36267,34965,34366,32267,278255,139086,471060
2008_KY,KY,2008,6637062,6793215,18660,50643,49875,49668,43326,402718,197748,670030
2008_LA,LA,2008,7751886,7599993,28564,52660,57165,51910,38234,422989,180660,684873
2008_ME,ME,2008,2594335,2582293,2893,13475,13860,14886,15423,112956,63611,192935
2008_MD,MD,2008,13098112,12739693,26821,60530,59512,63639,60916,489122,267388,843861
2008_MA,MA,2008,14633578,14631545,26796,68540,70666,73170,68329,570479,292372,958910
2008_MI,MI,2008,20441973,20703780,29772,124451,117432,123823,126352,952522,535452,1659921
2008_MN,MN,2008,10118118,10462624,13522,61982,59822,62080,74202,484680,275864,836048
2008_MS,MS,2008,4449009,4363308,3106,38511,38159,37889,28288,305584,136917,491962
2008_MO,MO,2008,9335599,9900419,25435,67690,67620,68030,66266,542286,282460,917871
2008_MT,MT,2008,1562815,1557678,963,10802,10558,10890,10670,85104,45030,141899
2008_NE,NE,2008,3383157,3325663,11046,22790,20939,20958,22246,169076,89678,292590
2008_NV,NV,2008,4338601,4881218,3393,32188,34099,34394,23330,272468,125034,433371
2008_NH,NH,2008,2715463,2715961,2834,10968,14613,15783,15419,119193,64939,197934
2008_NJ,NJ,2008,25916004,26168480,30746,93504,99242,100894,97515,795554,409500,1381420
2008_NM,NM,2008,3569311,3599724,6365,25680,25119,24366,19940,199370,98830,330245
2008_NY,NY,2008,53147343,54870811,50758,187194,190067,201895,185896,1552130,839837,2740592
2008_NC,NC,2008,13610326,13731201,24678,117282,114909,111050,88724,916966,429719,1488645
2008_ND,ND,2008,1104803,1085970,1262,7217,6812,7364,7608,55476,30773,94728
2008_OH,OH,2008,22746589,21951104,37873,130405,132680,137479,134522,1071216,577669,1817163
2008_OK,OK,2008,5780151,5667749,37726,50497,47245,45149,38798,378557,176679,645108
2008_OR,OR,2008,6107684,6407512,11855,40556,43272,43339,46120,343010,179972,575393
2008_PA,PA,2008,26357235,26597713,13686,126197,130592,139173,136937,1053231,579521,1775029
2008_RI,RI,2008,2173888,2175172,1985,9905,9752,11422,10709,86093,47359,145342
2008_SC,SC,2008,7743317,8167262,23376,52468,53996,53446,43189,431758,210511,718113
2008_SD,SD,2008,1190917,1172715,2626,10315,9234,9446,8831,74536,38952,126429
2008_TN,TN,2008,8086152,8488521,16864,76156,75091,72255,65306,591529,287401,971950
2008_TX,TX,2008,46245975,50205827,224759,362318,355578,343548,280308,2859434,1305637,4752148
2008_UT,UT,2008,4198001,4337917,9480,47046,44546,40261,37818,347943,155309,559778
2008_VT,VT,2008,1888635,1888133,4698,6192,6471,7004,7520,52104,30631,93625
2008_VA,VA,2008,14768120,15236306,29987,89931,91133,92881,87177,735090,380787,1235795
2008_WA,WA,2008,11195224,11677666,10995,73831,77999,78902,79916,619968,332224,1037018
2008_WV,WV,2008,2965828,3068910,13150,20919,20162,21268,18914,165408,83252,282729
2008_WI,WI,2008,10619354,10545964,43161,60384,60319,62317,71799,485983,284222,873750
2008_WY,WY,2008,1602514,1517325,452,7215,6608,6456,6111,52968,26526,87161
2009_AL,AL,2009,7186390,7815467,7774,57019,59512,57027,48164,464601,219495,748889
2009_AK,AK,2009,2158970,2396412,2475,9804,10046,9626,9779,78545,40837,131661
2009_AZ,AZ,2009,8802515,9580393,9175,84191,83686,82163,79283,666897,317397,1077831
2009_AR,AR,2009,4753142,5017352,13504,38115,36479,35715,30567,292256,136213,480559
2009_CA,CA,2009,73958896,74766086,71783,471058,465866,472856,478503,3717166,1997064,6263438
2009_CO,CO,2009,8310673,8682489,29701,64190,62929,59129,58526,497487,240990,832368
2009_CT,CT,2009,9681268,9323053,15689,39866,41510,42999,41029,334409,174004,563968
2009_DE,DE,2009,1718993,1798244,755,9537,9672,9519,8317,77418,39091,126801
2009_DC,DC,2009,801008,805362,8499,5190,4893,4452,3301,37698,17597,69433
2009_FL,FL,2009,26494500,28867429,51495,196057,199322,198245,172321,1603349,783621,2634522
2009_GA,GA,2009,17972839,19025136,41940,131325,130091,124084,97779,1021486,472934,1667685
2009_HI,HI,2009,2689758,2318671,1547,15970,14249,12967,10621,109861,52630,180196
2009_ID,ID,2009,2182273,2078446,2646,21605,21337,21019,19250,170477,81571,276299
2009_IL,IL,2009,26987426,27716187,84727,148097,154405,155003,146476,1230889,640462,2104175
2009_IN,IN,2009,12999357,11218398,12444,78224,79992,80983,72999,639931,316062,1046661
2009_IA,IA,2009,5732319,5732186,21804,38956,35225,35239,38685,280573,150509,491842
2009_KS,KS,2009,5615208,5827751,10509,36461,35782,34596,33522,282847,140240,474489
2009_KY,KY,2009,6706922,6831006,27909,51276,51027,49298,43097,405017,195515,680089
2009_LA,LA,2009,7984550,8053960,29447,53763,59998,52818,38828,426673,181032,690915
2009_ME,ME,2009,2623127,2624504,3783,13704,13769,14438,15246,111159,60579,189225
2009_MD,MD,2009,13147931,12757599,28626,61428,61183,62590,61273,491731,266627,848412
2009_MA,MA,2009,15298022,15174814,27871,68369,71078,72093,67973,569489,290502,957053
2009_MI,MI,2009,19616665,19992550,29850,126313,118702,121463,126181,948457,529531,1649082
2009_MN,MN,2009,10353784,11193640,13933,63111,60640,61281,74532,487617,272392,837053
2009_MS,MS,2009,4392101,4552756,3607,39148,39651,36577,28943,304201,137511,492481
2009_MO,MO,2009,9472520,10227305,25584,69016,68730,67430,67254,543482,279900,917982
2009_MT,MT,2009,1607935,1622485,1209,10960,10499,10911,10563,85699,43939,141807
2009_NE,NE,2009,3522481,3523803,11954,23577,21517,20834,22266,171329,88508,295368
2009_NV,NV,2009,4442101,4577881,3953,32038,33664,33291,25935,269058,123420,428947
2009_NH,NH,2009,2816162,2757401,2987,11969,14560,15517,15588,117812,64372,197140
2009_NJ,NJ,2009,26510413,26145334,33937,95251,99911,100749,98733,802749,412848,1396029
2009_NM,NM,2009,3703477,3945515,7406,26266,25358,24126,20150,201671,99076,334419
2009_NY,NY,2009,55885116,57851481,51251,190741,193473,198690,188377,1550122,858087,2766052
2009_NC,NC,2009,15410564,14868070,26688,104954,116876,109864,88983,921621,429596,1483397
2009_ND,ND,2009,1150142,1137260,1285,7472,6547,7308,7637,55819,30497,95073
2009_OH,OH,2009,22779344,22427481,29329,131114,133751,134169,118872,1064903,538951,1764297
2009_OK,OK,2009,6029807,5941799,39784,51037,48457,45268,40046,384931,177366,654802
2009_OR,OR,2009,6158756,6715011,21143,40563,43059,43261,46088,342745,178388,582839
2009_PA,PA,2009,26755585,27328680,15239,128947,132213,137072,140845,1055000,584316,1785993
2009_RI,RI,2009,2179714,2171376,2109,10254,10188,11275,10697,85821,46934,145118
2009_SC,SC,2009,7669733,8427391,24425,53615,55671,52711,44364,434084,211019,723143
2009_SD,SD,2009,1258876,1273527,1367,10560,9245,9251,8741,73818,37968,123713
2009_TN,TN,2009,8112895,8611178,16506,76745,75052,71050,66366,593417,285881,972549
2009_TX,TX,2009,48087531,53575273,239030,369433,368175,346524,291130,2911885,1329862,4850210
2009_UT,UT,2009,4238943,4419750,8225,47684,45610,40997,38995,357434,158243,571586
2009_VT,VT,2009,1683034,1661019,4837,6216,6237,6647,7328,51133,29265,91451
2009_VA,VA,2009,15251481,15510318,30600,92281,93708,92075,87839,741139,381320,1245340
2009_WA,WA,2009,12025012,12240632,11037,74547,78270,77206,83604,619803,329960,1035347
2009_WV,WV,2009,3097212,3121728,13894,21454,20790,20516,18688,164965,82349,282662
2009_WI,WI,2009,10991081,10880480,47054,61094,61242,61748,71242,485288,279000,872436
2009_WY,WY,2009,1675761,1658156,534,7406,6683,6606,6160,53885,26330,88155
2010_AL,AL,2010,7281058,7647571,8179,57665,59117,57992,49719,467768,221940,755552
2010_AK,AK,2010,2230338,2371251,2990,10120,9917,9622,9643,78880,40114,132104
2010_AZ,AZ,2010,8828122,8812967,8554,82860,82862,80636,81326,660440,319747,1071751
2010_AR,AR,2010,5069272,5520387,14059,37701,36873,36237,30330,293680,136156,482114
2010_CA,CA,2010,67356719,71227111,72404,468036,463691,476639,492545,3749960,1993538,6289578
2010_CO,CO,2010,8793676,8914338,30593,65182,63819,59684,60899,505302,242239,843316
2010_CT,CT,2010,9726922,9542108,15921,39670,41155,42346,41381,331884,173071,560546
2010_DE,DE,2010,1733458,1758988,1626,9810,9797,9504,8464,78843,39124,129403
2010_DC,DC,2010,1195934,1290048,9581,5939,4877,4307,3407,37867,17632,71284
2010_FL,FL,2010,26231141,27267009,52779,197097,200682,201676,178315,1608622,784849,2643347
2010_GA,GA,2010,17839851,17834488,42816,132008,131326,123794,100392,1027655,474588,1677067
2010_HI,HI,2010,2564856,2215458,1393,16028,13457,12567,10818,109990,51975,179601
2010_ID,ID,2010,2177999,2098737,1821,21144,21575,20588,19362,171179,81715,275859
2010_IL,IL,2010,28253620,28560306,78260,146225,153781,154293,146953,1230308,636861,2091654
2010_IN,IN,2010,14023240,11502534,11652,76765,82387,79790,74836,640997,317818,1047232
2010_IA,IA,2010,5744872,5941449,27211,39306,35071,35263,37704,281595,147663,495775
2010_KS,KS,2010,5454128,5979429,17318,37023,35991,34220,33180,285250,139505,483701
2010_KY,KY,2010,6881951,7092071,24260,51091,51189,48525,43723,404656,192661,673128
2010_LA,LA,2010,8091029,8125021,29657,54276,58778,49523,38438,428333,184292,696558
2010_ME,ME,2010,2721365,2680693,4247,13819,13728,14358,15315,110863,60148,189077
2010_MD,MD,2010,13327770,13205691,29377,62704,60765,61971,60555,496075,264055,852211
2010_MA,MA,2010,14919763,14857823,27747,67496,71140,71588,67716,570283,289161,955563
2010_MI,MI,2010,19393461,19967017,28187,112835,115722,118831,122236,929231,508868,1587067
2010_MN,MN,2010,10383935,10564774,14405,62961,61627,61706,73661,492597,268074,838037
2010_MS,MS,2010,4466377,4504257,3447,38923,38295,36113,29668,303722,136277,490526
2010_MO,MO,2010,9587703,10139784,28495,69376,68313,66944,65990,545120,275719,918710
