State_Year,STATE,YEAR,TOTAL_REVENUE,TOTAL_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G
1998_IL,IL,1998,14688777,15207067,59389,150953,152841,148529,127506,1238890,558505,2011530
1998_IN,IN,1998,7656749,7649103,5557,71996,77667,74775,64293,617071,289486,989001
1998_IA,IA,1998,3589705,3650286,4975,35772,35776,38374,37166,290279,155834,498214
1998_KS,KS,1998,3207670,3087318,2595,31279,35197,37189,31955,286624,142094,472353
1998_KY,KY,1998,3938009,4018512,16864,46900,48707,49580,39369,393530,188371,655687
1998_LA,LA,1998,4443468,4379797,16486,58922,57476,56683,41479,470707,205393,768734
1998_ME,ME,1998,1611926,1601411,1078,14745,16587,17438,12996,133567,58917,211051
1998_MD,MD,1998,6521269,6519389,20013,57813,67230,62174,49321,525146,231534,841671
1998_MA,MA,1998,7726497,8098720,18884,71390,77943,72101,55369,609793,257693,962317
1998_MI,MI,1998,14712250,14905765,23782,131021,127655,123565,94361,1024045,448867,1720287
1998_MN,MN,1998,6672384,6815289,9116,61023,64101,67899,63014,516580,269736,856455
1998_MS,MS,1998,2400660,2543454,1548,39509,38471,37322,26452,315087,130815,502379
1998_MO,MO,1998,5990499,5849648,16584,67374,69262,69965,56165,559654,259990,913494
1998_MT,MT,1998,1035636,1007146,515,10848,11808,12994,11611,97909,50348,159988
1998_NE,NE,1998,2062836,1966403,4595,21145,21378,22725,21517,174014,91386,291140
1998_NV,NV,1998,1906860,2030065,2140,23986,25629,23168,16824,202470,81767,311061
1998_NH,NH,1998,1420100,1428447,1586,8831,16959,16848,12148,135657,57924,204713
1998_NJ,NJ,1998,13786951,13973201,10560,90689,97881,86032,68618,759641,307945,1268996
1998_NM,NM,1998,1913783,1933538,2932,23759,25701,25716,18724,205794,96268,328753
1998_NY,NY,1998,27900803,29853891,38196,202894,214629,200097,148315,1705145,774469,2877143
1998_NC,NC,1998,7516979,7688076,7610,102603,102456,95522,63476,810543,333983,1254821
1998_ND,ND,1998,731384,715126,671,7920,8416,9321,9082,68335,38001,114927
1998_OH,OH,1998,13577343,13005301,22373,134981,140467,141749,120670,1134596,541138,1842163
1998_OK,OK,1998,3559980,3617938,16787,44664,46750,47933,38769,384199,179642,628492
1998_OR,OR,1998,3892091,3939722,547,37530,42784,42825,35079,339682,162272,542809
1998_PA,PA,1998,15671363,16432921,2712,126155,139387,138766,118850,1122283,535400,1816414
1998_RI,RI,1998,1255280,1221558,811,10907,12323,11372,8727,97364,42113,154785
1998_SC,SC,1998,4109130,4241163,9188,47160,53929,51700,36637,421510,186742,664600
1998_SD,SD,1998,793101,781279,654,9495,9931,10841,9521,80586,41546,132495
1998_TN,TN,1998,4757639,4988208,12518,71870,71249,66468,49440,565251,240872,905454
1998_TX,TX,1998,24485263,25723965,136945,290432,301475,299760,212503,2440832,1077158,3945367
1998_UT,UT,1998,2295870,2326611,4115,34529,35008,35559,35706,283603,147857,481176
1998_VT,VT,1998,1089658,1064388,2377,6976,8165,8200,6823,63904,31522,105120
1998_VA,VA,1998,7723744,7813707,5161,84154,87278,85348,67787,694419,308627,1124022
1998_WA,WA,1998,6928738,7211601,5901,71323,77372,77340,65782,618726,302103,998053
1998_WV,WV,1998,2178936,2100841,5822,21821,21732,22623,21344,177870,91413,297530
1998_WI,WI,1998,7083655,7532110,20131,59611,64255,68481,63760,520961,278839,879542
1998_WY,WY,1998,703280,706801,0,6383,6873,7942,7057,57540,31292,95241
1999_AL,AL,1999,4471546,4622810,10548,56120,60012,56201,42576,472019,202045,740732
1999_AK,AK,1999,1243227,1289988,1344,9583,10926,10575,8381,84674,38790,134391
1999_AZ,AZ,1999,5085826,5072471,1772,67051,70418,65338,47907,551623,228813,852612
1999_AR,AR,1999,2684966,2650808,1425,34218,35707,35403,29316,281082,132893,451034
1999_CA,CA,1999,41393435,40834643,85992,459771,489356,431730,347914,3734997,1675778,6038590
1999_CO,CO,1999,4740254,5040224,12857,50378,56154,54599,41999,442631,200982,708109
1999_CT,CT,1999,5460213,5269517,10518,42193,45307,41205,31670,351202,150080,553993
1999_DE,DE,1999,1004472,960335,716,7779,8685,8957,6490,71779,32562,112836
1999_DC,DC,1999,758072,738942,4774,6617,6070,4408,2897,45931,15849,77194
1999_FL,FL,1999,17093036,16156822,53783,174953,190744,181574,116259,1496757,655903,2381396
1999_GA,GA,1999,10380164,10106670,31359,110359,116517,106688,72351,902312,378732,1422762
1999_HI,HI,1999,1328572,1357649,824,14618,15703,13175,10818,117754,52565,185860
1999_ID,ID,1999,1405250,1409367,2158,17024,19125,18589,17811,149624,76314,245136
1999_IL,IL,1999,16208970,16783840,58604,149840,158444,149397,126984,1251482,563940,2027600
1999_IN,IN,1999,8167164,8196714,4997,70438,79139,74540,64647,621216,287282,988702
1999_IA,IA,1999,3740509,3789049,5497,34596,36766,37966,37124,289970,155506,497301
1999_KS,KS,1999,3390596,3189867,2811,30845,35722,36759,32344,284169,143129,472188
1999_KY,KY,1999,4188131,4305678,15609,46373,49962,48427,39111,391065,186919,648180
1999_LA,LA,1999,4641847,4702496,16818,56021,57735,55710,42344,466950,205282,756579
1999_ME,ME,1999,1708133,1699835,1101,14274,16530,17493,13022,131629,59860,209253
1999_MD,MD,1999,6850334,6892276,19285,56942,69077,62776,50632,527889,236400,846582
1999_MA,MA,1999,8388120,8673439,19539,70029,79385,72545,56440,612594,265174,971425
1999_MI,MI,1999,15248112,15837858,24574,128059,133215,122548,96303,1024597,454253,1725639
1999_MN,MN,1999,6949149,7450965,9234,58952,64934,67705,67044,512177,273671,854034
1999_MS,MS,1999,2532681,2811852,1549,37906,40151,37344,26500,316525,129342,500716
1999_MO,MO,1999,6238901,6228001,18181,64608,70359,69850,56213,559158,262807,914110
1999_MT,MT,1999,1049369,1026263,498,10335,12046,12975,11571,96406,49965,157556
1999_NE,NE,1999,2212104,2062226,4631,20576,21969,22452,21630,171807,91247,288261
1999_NV,NV,1999,2089048,2298474,2043,25163,27660,24268,18139,211728,85966,325610
1999_NH,NH,1999,1498286,1491560,1711,9048,17275,16793,12734,135527,59868,206783
1999_NJ,NJ,1999,14977501,14927302,14194,89520,100361,88757,69647,779208,312631,1289256
1999_NM,NM,1999,2068337,2098998,3127,22557,25573,25322,18941,202908,95903,324495
1999_NY,NY,1999,30215370,31841870,37613,199271,219305,202221,150444,1717122,781175,2887776
1999_NC,NC,1999,8476795,8674393,8515,101816,104658,96542,65558,824372,341200,1275925
1999_ND,ND,1999,770094,756337,647,7560,8135,9137,9306,66761,37783,112751
1999_OH,OH,1999,14507056,13865260,23239,130141,142337,140706,120885,1133207,540104,1836554
1999_OK,OK,1999,3788901,3817848,20894,43603,47039,46999,40024,380011,179387,627032
1999_OR,OR,1999,4080653,4172435,611,37232,43348,42721,36827,338512,165730,545033
1999_PA,PA,1999,16361921,17113809,2620,122320,141459,141714,121152,1121880,541172,1816716
1999_RI,RI,1999,1358566,1289045,1047,11078,12578,11592,9138,98113,42751,156454
1999_SC,SC,1999,4365352,4610436,16330,46274,49323,51601,36471,421121,183055,666780
1999_SD,SD,1999,825851,838078,1139,9171,9854,10618,9693,79167,41400,131037
1999_TN,TN,1999,5059587,5446555,13047,70814,71433,66243,53160,566148,251809,916202
1999_TX,TX,1999,26096023,27883593,138235,290806,308232,300830,217670,2466812,1095930,3991783
1999_UT,UT,1999,2425600,2448591,4281,34963,35921,35170,36594,283824,146450,480255
1999_VT,VT,1999,1147600,1129982,2491,6893,7965,8177,7014,62892,31913,104559
1999_VA,VA,1999,8331336,8335873,5293,83938,90781,85092,69333,705290,316757,1133994
1999_WA,WA,1999,7288143,7489129,6134,68699,79257,77543,68486,619917,308964,1003714
1999_WV,WV,1999,2190420,2169432,6176,21216,21928,22409,20982,175736,88049,291811
1999_WI,WI,1999,7415243,7875805,20790,58524,64908,67878,64076,517125,281314,877753
1999_WY,WY,1999,780875,739019,0,6133,6878,7715,7049,55493,30436,92105
2000_AL,AL,2000,4885917,5003267,10836,55112,59749,56951,42512,472686,201358,739992
2000_AK,AK,2000,1313510,1386904,1210,9677,10646,10377,8335,83555,38914,133356
2000_AZ,AZ,2000,5479168,5397194,2037,68347,72295,65526,49501,567626,236933,877696
2000_AR,AR,2000,2844855,2683400,2001,33941,35724,34873,28918,281091,131511,449959
2000_CA,CA,2000,46628207,45829753,89919,459771,489043,441877,357789,3804640,1707952,6140814
2000_CO,CO,2000,5073266,5444193,15377,51039,57056,55384,43502,450150,207942,724508
2000_CT,CT,2000,5884078,5605280,10484,41570,44682,42597,32591,354391,155734,562179
2000_DE,DE,2000,1098555,1040480,706,7691,8848,9075,7104,72404,33875,114676
2000_DC,DC,2000,881423,858807,4289,5357,5830,3371,2785,41330,13781,68925
2000_FL,FL,2000,17558787,17180954,55120,175812,194320,185663,119809,1528970,674919,2434821
2000_GA,GA,2000,11197766,10884510,32248,110960,116678,109124,72317,916775,384954,1444937
2000_HI,HI,2000,1404895,1363511,840,14071,15291,13424,10408,117339,52031,184360
2000_ID,ID,2000,1452222,1467977,2174,17093,18964,19045,17371,151139,74696,245117
2000_IL,IL,2000,17595047,18073190,60712,147619,160495,149045,124760,1263029,573246,2048792
2000_IN,IN,2000,8489991,8518477,5567,70727,79742,73889,63504,624415,283832,989267
2000_IA,IA,2000,3822452,3974813,5797,33977,36448,36458,36892,287877,155073,495080
2000_KS,KS,2000,3518271,3327090,2263,30392,35165,36085,33085,281831,143784,470610
2000_KY,KY,2000,4330089,4510972,15892,48064,50899,48938,39879,401331,191816,665850
2000_LA,LA,2000,4785331,4807097,16210,55293,63884,61997,41836,470126,194653,743089
2000_ME,ME,2000,1792390,1842276,1062,13769,16121,17035,13341,129371,60782,207037
2000_MD,MD,2000,7419047,7355698,20031,56073,69279,64647,50962,530097,240843,852920
2000_MA,MA,2000,9464271,9466363,19938,70647,78287,74527,58322,611990,272575,975150
2000_MI,MI,2000,15939477,16580526,15318,126661,134163,128743,101900,1053309,486726,1720626
2000_MN,MN,2000,7344747,7736391,9300,58963,63334,66254,67573,509503,276574,854340
2000_MS,MS,2000,2743284,2996474,1682,37373,40177,36588,26291,315770,128171,497871
2000_MO,MO,2000,6675260,6708608,17980,63634,71208,68717,58103,556378,265356,912744
2000_MT,MT,2000,1104935,1051768,537,10129,11682,12517,11371,94354,49565,154875
2000_NE,NE,2000,2263952,2165529,4900,20210,21357,21864,21151,170376,90713,286199
2000_NV,NV,2000,2252416,2437438,1888,26445,28616,25327,18519,221686,89966,340706
2000_NH,NH,2000,1586869,1640395,1879,9188,16852,17209,13024,135299,61254,208461
2000_NJ,NJ,2000,15651060,15907248,15183,89912,100837,92089,70455,792026,322555,1313405
2000_NM,NM,2000,2191695,2165031,3090,22065,25493,24870,19102,199724,95427,320306
2000_NY,NY,2000,31906526,33683043,39062,194673,217881,203482,151043,1718478,782021,2882188
2000_NC,NC,2000,9064700,9275837,8722,101049,105105,99295,66831,835653,348168,1293638
2000_ND,ND,2000,812982,802768,701,7146,7982,8651,9072,64574,36780,109201
2000_OH,OH,2000,15327834,14909952,22988,128640,143373,139740,119704,1133611,541403,1835049
2000_OK,OK,2000,3906833,3876871,23475,42979,47064,46276,39409,376559,176709,623110
2000_OR,OR,2000,4369400,4398318,686,37739,43436,42364,37055,338900,166182,546231
2000_PA,PA,2000,17090654,17861852,2479,119318,142366,143638,122048,1129411,550652,1814311
2000_RI,RI,2000,1464820,1388454,1055,10521,12490,11750,9184,98705,43616,157347
2000_SC,SC,2000,4690418,4961392,17340,47277,54468,53259,33911,428609,184185,677411
2000_SD,SD,2000,868161,898609,967,8989,9583,10303,9354,77771,40718,128603
2000_TN,TN,2000,5338531,5805181,13312,70351,73373,66429,48802,570014,241038,909161
2000_TX,TX,2000,28918934,31067935,145771,294217,313731,304419,219943,2503059,1116572,4059619
2000_UT,UT,2000,2546642,2478420,6216,36039,35910,34579,35484,284595,143721,481485
2000_VT,VT,2000,1211370,1193813,2371,6511,7736,8005,7232,61438,31624,102049
2000_VA,VA,2000,8911426,9154676,7263,82585,92073,87455,70337,721485,329148,1144915
2000_WA,WA,2000,7620930,7811937,7283,68531,78505,77160,68580,618553,310403,1004770
2000_WV,WV,2000,2243151,2243563,6152,20937,21995,21902,19716,173868,84972,286367
2000_WI,WI,2000,7848352,8183251,23751,56507,64455,67950,65195,514482,284736,879476
2000_WY,WY,2000,787323,769923,0,5988,6736,7284,6881,54144,29783,89940
2001_AL,AL,2001,4832946,5086045,11841,54148,58929,56591,42909,469591,201610,737190
2001_AK,AK,2001,1325498,1402839,1253,10095,10718,10702,8340,83540,39461,134358
2001_AZ,AZ,2001,5916342,5858385,6624,72119,74270,69643,52162,585206,249920,922180
2001_AR,AR,2001,2974588,2951677,1623,34981,35216,35372,28849,280237,131418,449805
2001_CA,CA,2001,53288943,52082540,100351,457165,485301,461133,365907,3871843,1745295,6247726
2001_CO,CO,2001,5372784,5727966,19516,53079,58028,56540,44912,456561,212989,742145
2001_CT,CT,2001,6331569,5987680,11050,41906,44990,43954,34301,357061,160211,570228
2001_DE,DE,2001,1153831,1175717,586,7615,9065,9396,7028,73059,34257,115560
2001_DC,DC,2001,1042261,1026146,4105,5203,5561,3662,2815,41292,13530,68449
2001_FL,FL,2001,18467090,18389394,57038,177225,196952,194250,130613,1563151,703064,2500478
2001_GA,GA,2001,12271962,11853800,33310,111173,116886,112145,75814,930712,395439,1470634
2001_HI,HI,2001,1682332,1363164,917,13822,14886,13705,10632,117080,52613,184546
2001_ID,ID,2001,1571348,1535485,2341,17869,18974,19592,17628,151213,75098,246521
2001_IL,IL,2001,18534372,19337580,57550,148348,159038,151737,131411,1275481,585396,2071391
2001_IN,IN,2001,9124748,8991877,6147,72344,79008,76999,62913,630403,282531,996133
2001_IA,IA,2001,4068110,4211493,5714,34249,36106,37115,36469,287304,153856,485932
2001_KS,KS,2001,3681845,3491029,2032,30104,34932,36120,33221,280126,143570,470205
2001_KY,KY,2001,4536133,4350588,32407,45781,49288,47019,37160,391238,179275,654363
2001_LA,LA,2001,4982369,4939894,17199,53323,62290,61115,41611,464209,193536,731328
2001_ME,ME,2001,1914551,1958646,1333,13709,15883,17347,13410,127050,61067,205586
2001_MD,MD,2001,7864290,7981362,20314,56384,67448,66211,52671,531432,246807,860640
2001_MA,MA,2001,10613329,10572138,20666,68565,76597,75218,59453,610264,273644,973140
2001_MI,MI,2001,16772419,17573761,16562,125197,131673,129908,103839,1055897,497159,1730668
2001_MN,MN,2001,7836617,8221636,9671,58357,62580,66797,68997,505000,278356,851384
2001_MS,MS,2001,2823151,2930393,1805,36931,39749,36731,25816,314214,126361,493507
2001_MO,MO,2001,7081783,7100685,18515,64104,71928,69677,57727,556027,265810,909792
2001_MT,MT,2001,1139959,1129098,506,10069,11602,12389,11307,91966,49151,151947
2001_NE,NE,2001,2355374,2344564,5064,20234,21160,21757,21679,169355,90442,285095
2001_NV,NV,2001,2381897,2692840,2147,26877,29676,27028,19461,232794,94323,356814
2001_NH,NH,2001,1757828,1796043,1830,9599,16612,17111,13309,132429,62286,206847
2001_NJ,NJ,2001,16854895,17144456,19751,89533,101038,97127,76271,804356,349406,1341656
2001_NM,NM,2001,2373143,2315182,3499,22137,25163,25012,18658,199400,95224,320260
2001_NY,NY,2001,34373567,38062603,40212,190402,214283,210369,153505,1717579,790657,2872132
2001_NC,NC,2001,9670620,9807815,9320,102772,106093,102126,69602,843873,359398,1315363
2001_ND,ND,2001,818139,814838,721,7059,7759,8514,8661,62674,35593,106047
2001_OH,OH,2001,16693845,16282257,23856,121772,140849,141218,117683,1129123,544353,1830985
2001_OK,OK,2001,4257128,4288405,25707,43214,47164,45745,38638,374591,175124,622139
2001_OR,OR,2001,4561948,4715944,462,38085,42726,42988,38379,341457,169117,551480
2001_PA,PA,2001,17792997,18666522,2537,118183,140722,146138,122942,1130386,563698,1821627
2001_RI,RI,2001,1592622,1504125,1229,10704,12717,12458,9507,100850,45263,158046
2001_SC,SC,2001,5437615,5492539,18510,46055,53831,53043,35835,422158,189475,676198
2001_SD,SD,2001,886661,950595,1176,9075,9641,9997,9454,76539,40479,127542
2001_TN,TN,2001,5560822,6165661,14856,69429,72714,68184,51278,574689,250392,924899
2001_TX,TX,2001,30868844,33201450,170101,302859,318842,310762,226429,2543254,1147233,4163447
2001_UT,UT,2001,2741771,2669621,6883,36521,36411,35786,34951,288112,142021,484677
2001_VT,VT,2001,1300273,1306513,2567,6289,7468,7972,7422,60443,31787,101179
2001_VA,VA,2001,9493862,9862715,14137,82489,91966,88184,70607,727305,336897,1163091
2001_WA,WA,2001,7936037,8026334,8102,68280,78504,77933,69536,619875,312943,1009200
2001_WV,WV,2001,2321731,2310098,6770,20247,21561,21650,18336,172504,82857,282885
2001_WI,WI,2001,8363904,8574804,24673,57469,63509,66558,65946,509662,287557,879361
2001_WY,WY,2001,804297,787949,0,6002,6587,7211,6855,53091,29035,88128
2002_AL,AL,2002,5128559,5147821,9715,55499,58690,57576,45521,467993,206159,739366
2002_AK,AK,2002,1377767,1523327,1391,10069,10084,10840,8810,82920,39984,134364
2002_AZ,AZ,2002,6192222,6018188,7533,71357,71139,69841,60820,576817,276984,937755
2002_AR,AR,2002,3147921,3087453,1938,35283,33835,36102,29277,280571,131716,450985
2002_CA,CA,2002,54727056,56464225,109264,456940,491510,473553,385181,3917027,1807054,6353667
2002_CO,CO,2002,5849588,6237142,20368,53872,57318,57664,46790,460225,217397,751862
2002_CT,CT,2002,6644334,6475918,11150,41224,44021,44422,36059,353624,164025,570023
2002_DE,DE,2002,1180255,1246284,665,7761,9007,9961,7178,73795,34121,116342
2002_DC,DC,2002,1138126,1145684,4703,5475,6078,4605,3008,45011,15374,76166
2002_FL,FL,2002,18541689,19051049,51222,183270,197625,201159,137939,1574787,730650,2539929
2002_GA,GA,2002,13042229,12690343,34745,114772,118053,116150,78455,939044,407451,1496012
2002_HI,HI,2002,1889600,1436637,1031,13377,14653,13875,10401,116402,52922,183829
2002_ID,ID,2002,1625444,1666027,2517,17965,18849,19647,17484,152767,75355,248604
2002_IL,IL,2002,19084554,20563001,60524,148274,157570,156451,135937,1277009,595349,2084187
2002_IN,IN,2002,9273957,9353054,5407,71570,78909,79338,64156,635542,288607,1003875
2002_IA,IA,2002,4191217,4418238,5949,34090,34803,37281,36728,281686,152147,482210
2002_KS,KS,2002,3823261,3690815,2259,29910,34146,35972,33829,278400,144334,470957
2002_KY,KY,2002,4621025,4541670,31888,46666,48636,48934,38902,394286,182479,660782
2002_LA,LA,2002,5229238,5298267,21858,55020,60269,60930,42385,458197,192902,730464
2002_ME,ME,2002,2041986,2057022,1525,13731,15194,17131,13998,124742,61873,204337
2002_MD,MD,2002,8430663,8568446,20569,56577,65824,67984,54764,530603,253506,866743
2002_MA,MA,2002,11217085,11507438,22803,69324,75165,77903,60916,608923,281939,982989
2002_MI,MI,2002,18055855,18881772,24751,130891,131504,135649,110713,1065655,517152,1785160
2002_MN,MN,2002,8065042,8716123,10037,58757,61634,66999,72299,498907,279190,846891
2002_MS,MS,2002,3029559,3026111,1975,36845,39615,37282,26029,312950,126932,492645
2002_MO,MO,2002,7455539,7636924,10668,64750,69697,71670,60920,557819,271262,906499
2002_MT,MT,2002,1168799,1163960,665,9899,10931,12218,11433,90397,48727,149995
2002_NE,NE,2002,2528312,2562812,5491,20440,20874,21943,21932,169182,90289,285402
2002_NV,NV,2002,2592064,2913023,2480,27287,29953,29242,18032,240480,98538,369498
2002_NH,NH,2002,1887115,1956047,1923,9757,15939,17421,14280,131382,63988,207671
2002_NJ,NJ,2002,18071365,18155147,21590,91189,101577,101559,82008,812176,369109,1367438
2002_NM,NM,2002,2537261,2542682,3529,22638,24995,25630,19002,198330,95737,320234
2002_NY,NY,2002,35748163,39585780,41752,189198,212414,215632,158474,1712691,802393,2888233
2002_NC,NC,2002,9701231,9882399,10310,104843,103726,106126,73450,848814,371987,1335954
2002_ND,ND,2002,846759,838666,773,7013,7567,8374,8665,61303,35136,104225
2002_OH,OH,2002,17589983,17608944,24990,130996,141120,144024,125057,1124317,554490,1838285
2002_OK,OK,2002,4370415,4467944,28120,45050,45662,46805,38443,373025,174356,624548
2002_OR,OR,2002,4772603,4980466,429,38204,41704,44156,39799,341611,171361,554071
2002_PA,PA,2002,18586743,20018554,2684,116332,138365,147829,126894,1119161,571910,1816747
2002_RI,RI,2002,1633707,1600087,1209,10689,12407,12805,9856,100646,46661,159205
2002_SC,SC,2002,5627004,5897462,20064,49318,54242,56201,37515,431045,193962,694389
2002_SD,SD,2002,930874,981977,2255,11121,9519,10051,9768,76074,40598,130048
2002_TN,TN,2002,5785857,6363357,15952,70151,71300,70650,53273,571785,254271,927608
2002_TX,TX,2002,32802734,35668486,183740,315290,321612,316800,238882,2580635,1180158,4259823
2002_UT,UT,2002,2865058,2924051,7865,37872,35481,35547,34790,290141,141839,489262
2002_VT,VT,2002,1387074,1392880,2800,6342,7179,8077,7398,58892,31807,99978
2002_VA,VA,2002,9914221,10209197,14507,83270,91186,92641,75944,732676,345720,1177229
2002_WA,WA,2002,8250593,8362656,9802,69467,77053,79857,72354,617922,317607,1014798
2002_WV,WV,2002,2413744,2427316,7734,20437,21041,21943,18416,171613,82281,282455
2002_WI,WI,2002,8624767,8863966,26092,57670,62436,67751,68714,507941,289528,881231
2002_WY,WY,2002,908719,868607,1668,6153,6406,6994,6631,52105,28190,88116
2003_AL,AL,2003,5196054,5298932,1852,56541,57323,59663,42005,466920,205907,731220
2003_AK,AK,2003,1425948,1610289,1883,9475,10115,11140,8651,82337,40238,133933
2003_AZ,AZ,2003,6529894,6210287,9376,76365,76207,76376,68815,613442,307272,1012068
2003_AR,AR,2003,3241275,3242799,2573,36391,34070,37004,28840,281834,132712,454523
2003_CA,CA,2003,59815855,59749885,114939,456941,493415,500143,395194,3929869,1854518,6413867
2003_CO,CO,2003,6297242,6685029,19993,55913,56437,58897,48924,460419,221368,757693
2003_CT,CT,2003,6959891,6751815,11823,42310,43494,45854,37229,353661,169409,577203
2003_DE,DE,2003,1242436,1317447,642,7904,9097,10222,7292,74352,34770,117668
2003_DC,DC,2003,1114061,1105963,5168,5659,5920,5158,2971,45706,16828,78057
2003_FL,FL,2003,19549835,20180142,49588,191986,178109,205443,144764,1590802,755252,2587628
2003_GA,GA,2003,13524807,13516783,36486,118849,117201,120694,81381,947846,419430,1522611
2003_HI,HI,2003,2078877,1602392,1175,13779,14538,14543,10627,115060,53519,183609
2003_ID,ID,2003,1685984,1726941,2672,18590,18710,20091,17462,154162,76696,252120
2003_IL,IL,2003,19627346,21278177,67148,146803,160246,160271,136974,1276380,606669,2100961
2003_IN,IN,2003,8246076,9777720,5561,72315,77484,81494,63632,638041,293532,1011130
2003_IA,IA,2003,4374803,4517990,6907,35295,34290,38428,36834,282829,152565,481226
2003_KS,KS,2003,4068800,3818740,2446,33677,33799,36602,33819,275938,143559,470490
2003_KY,KY,2003,4872025,4700494,32034,48182,47890,50186,38834,394228,183599,663369
2003_LA,LA,2003,5478321,5515322,23187,56629,59928,60013,41270,456574,191319,727709
2003_ME,ME,2003,2162605,2154117,1797,14021,14841,17321,14538,123589,62659,202084
2003_MD,MD,2003,8700979,8732518,21391,55485,65119,68967,55897,526636,260526,869113
2003_MA,MA,2003,11591832,11382398,22533,69704,73478,78635,62389,599893,288329,980459
2003_MI,MI,2003,18488359,19680370,21724,130527,127659,139797,108688,1045762,514701,1757604
2003_MN,MN,2003,8484497,8938770,10876,59330,60045,67909,72608,493843,278805,842854
2003_MS,MS,2003,3260771,3205193,2208,38340,38752,38231,25918,312062,127333,493540
2003_MO,MO,2003,7622601,7905481,11215,66509,66927,72806,61626,553887,273466,905941
2003_MT,MT,2003,1205602,1214879,664,10147,10779,12409,11258,89103,48092,148356
2003_NE,NE,2003,2600831,2623966,5920,20719,20480,22792,21872,168778,90125,285542
2003_NV,NV,2003,2778564,3009028,2778,28596,30653,31392,18700,248787,104650,385401
2003_NH,NH,2003,2028602,2122604,2221,9989,15810,17703,14445,129331,65325,207417
2003_NJ,NJ,2003,19785039,19812932,22746,93201,99937,103603,84539,811469,382910,1380753
2003_NM,NM,2003,2626262,2658140,3976,23636,24382,25857,19505,198420,97034,323066
2003_NY,NY,2003,38033080,41603390,41456,188638,206912,219335,163362,1681670,820478,2864775
2003_NC,NC,2003,9907235,9989670,11686,109336,105411,108717,75918,852997,386190,1360209
2003_ND,ND,2003,882913,895278,752,6891,7219,8245,8313,60227,34363,102233
2003_OH,OH,2003,18018740,18760200,26151,134036,136776,147064,127993,1118015,567226,1845428
2003_OK,OK,2003,4426835,4376502,30203,46542,44829,47258,38601,370640,174652,626160
2003_OR,OR,2003,4592019,4978764,399,38785,40903,44711,40702,336860,172375,551273
2003_PA,PA,2003,19811545,20626459,2588,118647,135765,150652,131199,1111329,582624,1821146
2003_RI,RI,2003,1728055,1646238,1473,10702,12429,13018,9957,99034,48166,159375
2003_SC,SC,2003,5709707,6024747,20107,50985,52715,53384,38273,429651,198455,699198
2003_SD,SD,2003,965778,993823,2132,9201,9140,10082,9566,74682,39522,125537
2003_TN,TN,2003,5994756,6482671,16786,73202,70446,72505,54115,573095,261405,936682
2003_TX,TX,2003,35143236,37333674,194150,323502,321788,324381,243490,2614932,1199167,4331751
2003_UT,UT,2003,2875622,2957874,8598,39348,36064,36386,34629,293799,142140,495981
2003_VT,VT,2003,1451171,1440961,3027,6078,7049,8098,7614,57627,32091,99103
2003_VA,VA,2003,10504167,10746679,16524,86374,90729,95586,76477,733990,354832,1192092
2003_WA,WA,2003,8565636,8802387,11352,70663,75108,82274,74338,617233,322101,1021349
2003_WV,WV,2003,2497707,2524444,7911,20946,20753,22255,18554,169974,82375,281215
2003_WI,WI,2003,8931497,9128279,26668,59372,61744,68663,69389,503772,290219,880031
2003_WY,WY,2003,962240,915515,2184,6224,6174,7173,6500,51351,27703,87462
2004_AL,AL,2004,5356113,5450269,1994,56964,56182,59286,42672,462799,208383,730140
2004_AK,AK,2004,1477152,1647250,1760,9870,9674,10857,8766,80351,40989,132970
2004_AZ,AZ,2004,7117923,6731212,9730,80614,77110,78595,71035,627544,320690,1043298
2004_AR,AR,2004,3385818,3539569,7688,36967,33884,37369,28640,282856,134641,463115
2004_CA,CA,2004,60162326,62647953,119410,455155,488045,498806,409576,3897579,1915361,6441557
2004_CO,CO,2004,6527456,6869975,21256,56968,56425,59397,50387,462471,225281,765976
2004_CT,CT,2004,7276945,7087023,12448,41886,42652,45072,38340,349835,173221,577390
2004_DE,DE,2004,1334523,1373416,670,8279,8872,10494,7390,74650,35492,119091
2004_DC,DC,2004,1081501,1087040,5432,5387,5300,5189,2820,43405,17725,76714
2004_FL,FL,2004,21623923,21896220,47995,197163,197293,209559,149810,1612640,781538,2639336
2004_GA,GA,2004,14136215,13779680,37791,122495,116129,122432,83872,958093,435058,1553437
2004_HI,HI,2004,2138137,1734591,1288,13576,14289,14422,10794,113811,54292,183185
2004_ID,ID,2004,1733838,1744954,2585,19603,18856,20299,17506,156033,77863,256084
2004_IL,IL,2004,21082441,21681903,68764,145797,158622,162192,132658,1268808,613676,2097503
2004_IN,IN,2004,10423578,10312694,7967,73142,78079,82728,63316,638897,301342,1021348
2004_IA,IA,2004,4396136,4443289,6108,36713,33743,38097,36434,281348,154150,478319
2004_KS,KS,2004,4377709,3982036,2486,34203,33503,35915,33593,274136,143537,469136
2004_KY,KY,2004,5135262,5259909,37916,49027,47872,51172,39200,394933,187435,674796
2004_LA,LA,2004,5713792,5708535,23467,57386,61940,60194,40034,452898,190530,724281
2004_ME,ME,2004,2228749,2291174,1747,13687,14439,16850,14402,120841,62545,198820
